Name,Position,Team,Salary,Projected,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,Vegas,VegasML,VegasTotals,VegasImplied
Jamal Murray,PG,DEN,7700,40.65,25,30,53.39,27.89,1,88.0,3.8,38.92,269,105,6,0,41.6,vs MIA,-9.5,-395,241.5,125.5
Amen Thompson,PG,HOU,7700,40.38,19,30,43.76,25.33,1,86.0,10.1,37.04,92,105,6,0,33.7,@MEM,-7.5,-298,232.5,120.0
Joel Embiid,C,PHI,7600,13.07,12,30,56.21,10.45,2,89.0,0.0,18.43,0,0,1,0,34.0,@CLE,10.5,320,235.5,112.5
VJ Edgecombe,SG,PHI,7500,35.41,18,30,45.78,30.15,1,77.0,2.2,32.01,386,88,4,0,38.0,@CLE,10.5,320,235.5,112.5
Derrick White,PG,BOS,7500,33.36,14,30,42.81,23.22,1,88.0,7.1,37.9,121,95,4,0,31.6,vs WAS,-11.5,-600,232.5,122.0
Paul George,PF,PHI,7400,0.0,23,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@CLE,10.5,320,235.5,112.5
Jalen Duren,C,DET,7200,39.01,29,30,45.05,22.54,1,86.0,10.2,39.0,87,103,7,0,35.7,vs UTA,-9.5,-455,232.5,121.0
Keyonte George,PG/SG,UTA,7100,39.8,22,30,44.45,27.8,1,86.0,16.8,36.16,51,113,-1,0,42.3,@DET,9.5,350,232.5,111.5
Cam Thomas,SG,BKN,7100,31.25,2,30,43.97,23.03,1,81.0,18.4,36.98,43,98,5,0,32.1,@IND,6.5,220,232.5,113.0
PJ Washington,SF,DAL,7000,32.6,13,30,39.18,21.66,1,85.0,11.8,34.18,63,91,3,0,34.1,vs NOP,-7.5,-298,227.5,117.5
Michael Porter Jr.,PF,BKN,6900,34.39,22,30,38.03,13.47,1,87.0,1.7,33.39,365,77,3,0,37.7,@IND,6.5,220,232.5,113.0
Trey Murphy III,SG,NOP,6900,32.63,20,30,42.83,19.3,1,88.0,10.5,36.61,74,92,-1,0,31.9,@DAL,7.5,240,227.5,110.0
Norman Powell,SG,MIA,6900,28.98,4,30,37.97,17.34,1,85.0,1.1,28.2,328,70,2,0,38.9,@DEN,9.5,310,241.5,116.0
Walker Kessler,C,UTA,6800,0.0,4,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,38.4,@DET,9.5,350,232.5,111.5
Kyshawn George,SG,WAS,6800,33.92,26,30,45.04,14.05,1,83.0,2.8,32.18,270,75,2,0,38.2,@BOS,11.5,440,232.5,110.5
Cooper Flagg,PG,DAL,6800,27.67,13,30,37.89,18.54,1,70.0,8.8,34.53,77,75,4,0,28.2,vs NOP,-7.5,-298,227.5,117.5
Alexandre Sarr,C,WAS,6700,35.69,19,30,43.54,20.93,1,86.0,7.5,32.85,100,89,-1,0,39.3,@BOS,11.5,440,232.5,110.5
Rudy Gobert,C,MIN,6700,28.71,3,30,35.3,13.89,1,86.0,1.1,30.52,317,69,-3,0,28.8,@NYK,3.5,140,227.5,112.0
Donte DiVincenzo,PG,MIN,6600,31.78,23,30,34.48,14.05,1,85.0,3.3,26.81,186,69,8,0,29.7,@NYK,3.5,140,227.5,112.0
OG Anunoby,SF,NYK,6600,36.28,30,30,42.98,24.36,1,86.0,4.2,31.95,175,90,1,0,35.2,vs MIN,-3.5,-166,227.5,115.5
Payton Pritchard,PG/SG,BOS,6600,31.71,15,30,34.95,15.58,1,79.0,10.5,34.25,63,81,5,0,31.1,vs WAS,-11.5,-600,232.5,122.0
Mikal Bridges,SG,NYK,6500,32.22,6,30,41.71,24.57,1,87.0,4.7,29.97,144,85,1,0,36.9,vs MIN,-3.5,-166,227.5,115.5
De'Andre Hunter,SF,CLE,6500,30.58,23,30,36.43,15.17,1,86.0,7.5,26.95,81,73,7,0,32.2,vs PHI,-10.5,-410,235.5,123.0
Andrew Wiggins,PF,MIA,6500,29.79,20,30,36.54,21.36,1,84.0,4.4,31.19,144,79,-2,0,29.3,@DEN,9.5,310,241.5,116.0
Quentin Grimes,PG/SG,PHI,6400,28.74,11,30,47.74,25.85,2,82.0,1.4,29.73,340,78,2,0,33.8,@CLE,10.5,320,235.5,112.5
Jaden McDaniels,SF,MIN,6400,31.14,11,30,37.9,21.44,1,85.0,5.0,26.2,122,77,-3,0,31.3,@NYK,3.5,140,227.5,112.0
Kelly Oubre Jr.,SF,PHI,6300,34.59,16,30,42.19,21.44,1,87.0,9.4,29.29,71,87,5,0,34.1,@CLE,10.5,320,235.5,112.5
Ausar Thompson,SF,DET,6300,28.33,12,30,37.06,15.63,1,86.0,5.0,33.21,124,75,3,0,31.1,vs UTA,-9.5,-455,232.5,121.0
Jordan Poole,PG/SG,NOP,6300,25.59,5,30,37.32,19.81,1,83.0,8.6,32.2,70,77,-3,0,26.1,@DAL,7.5,240,227.5,110.0
Santi Aldama,PF/C,MEM,6300,25.3,4,30,32.57,17.43,2,82.0,0.6,25.84,264,64,-1,0,26.7,vs HOU,7.5,240,232.5,112.5
Bennedict Mathurin,SG,IND,6200,0.0,26,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,44.3,vs BKN,-6.5,-270,232.5,119.5
Andrew Nembhard,PG,IND,6200,0.0,30,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,10.3,vs BKN,-6.5,-270,232.5,119.5
Aaron Gordon,PF,DEN,6100,27.58,5,30,45.22,19.37,1,86.0,5.6,30.39,112,76,-2,0,32.1,vs MIA,-9.5,-395,241.5,125.5
D'Angelo Russell,PG/SG,DAL,6100,31.43,5,30,40.49,12.1,2,84.0,12.0,29.01,51,75,3,0,28.3,vs NOP,-7.5,-298,227.5,117.5
Max Strus,SF,CLE,6000,0.0,23,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs PHI,-10.5,-410,235.5,123.0
Jaime Jaquez Jr.,SG/SF,MIA,6000,27.82,21,30,42.38,5.97,2,81.0,1.1,25.96,289,55,5,0,33.2,@DEN,9.5,310,241.5,116.0
Zach Edey,C,MEM,5900,0.0,7,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs HOU,7.5,240,232.5,112.5
Aaron Nesmith,SF,IND,5900,27.01,16,30,30.27,13.79,1,83.0,19.0,32.9,28,80,2,0,24.6,vs BKN,-6.5,-270,232.5,119.5
Jarace Walker,SF/PF,IND,5800,28.98,3,30,29.17,2.89,1,66.0,11.7,33.67,46,61,0,0,28.3,vs BKN,-6.5,-270,232.5,119.5
Jared McCain,PG/SG,PHI,5800,8.67,11,30,41.82,6.94,2,83.0,1.1,14.06,187,28,-1,0,4.3,@CLE,10.5,320,235.5,112.5
Jarrett Allen,C,CLE,5800,31.45,23,30,41.35,15.02,1,86.0,2.5,24.43,226,68,4,0,28.3,vs PHI,-10.5,-410,235.5,123.0
Tobias Harris,PF,DET,5800,27.48,8,30,36.23,18.24,1,85.0,1.7,0.0,185,86,-1,0,27.3,vs UTA,-9.5,-455,232.5,121.0
Cedric Coward,SG/SF,MEM,5700,27.52,8,30,36.43,20.44,2,81.0,0.8,23.73,250,66,-2,0,28.4,vs HOU,7.5,240,232.5,112.5
Davion Mitchell,PG,MIA,5700,25.5,30,30,37.98,18.12,1,79.0,1.1,25.21,253,63,6,0,26.2,@DEN,9.5,310,241.5,116.0
CJ McCollum,PG,WAS,5700,26.58,3,30,42.18,16.04,1,87.0,1.1,26.32,271,66,-4,0,23.8,@BOS,11.5,440,232.5,110.5
Nic Claxton,C,BKN,5600,28.17,6,30,38.71,17.76,1,88.0,5.3,30.04,102,75,5,0,30.1,@IND,6.5,220,232.5,113.0
Isaiah Collier,PG,UTA,5600,8.92,10,30,38.68,7.14,2,86.0,1.4,12.01,167,27,0,0,0.0,@DET,9.5,350,232.5,111.5
Jabari Smith Jr.,PF,HOU,5600,28.69,26,30,34.53,13.66,1,84.0,1.1,25.4,248,64,0,0,29.6,@MEM,-7.5,-298,232.5,120.0
Bilal Coulibaly,PF,WAS,5500,26.38,26,30,36.19,16.53,1,81.0,1.4,24.21,239,62,-3,0,30.6,@BOS,11.5,440,232.5,110.5
Ty Jerome,PG,MEM,5500,0.0,3,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs HOU,7.5,240,232.5,112.5
Josh Hart,SF/PF,NYK,5500,20.98,5,30,36.34,16.72,2,86.0,0.8,23.65,223,58,1,0,21.5,vs MIN,-3.5,-166,227.5,115.5
Naz Reid,PF/C,MIN,5400,29.29,16,30,29.59,16.32,2,85.0,3.9,23.57,114,66,-3,0,25.2,@NYK,3.5,140,227.5,112.0
Quenton Jackson,PG/SG,IND,5400,0.0,26,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,24.2,vs BKN,-6.5,-270,232.5,119.5
Jusuf Nurkic,C,UTA,5300,23.24,28,30,35.05,17.14,1,82.0,22.2,32.57,22,81,6,0,24.1,@DET,9.5,350,232.5,111.5
Isaiah Stewart,PF/C,DET,5200,17.51,23,30,38.02,10.36,2,85.0,14.3,29.91,31,61,6,0,29.2,vs UTA,-9.5,-455,232.5,121.0
Obi Toppin,PF/C,IND,5200,0.0,27,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,26.3,vs BKN,-6.5,-270,232.5,119.5
Tari Eason,SF/PF,HOU,5200,17.15,16,30,29.29,13.92,2,86.0,8.7,26.46,44,58,1,0,24.5,@MEM,-7.5,-298,232.5,120.0
Anfernee Simons,PG/SG,BOS,5100,26.37,29,30,33.99,16.48,2,84.0,5.3,25.14,82,66,2,0,21.5,vs WAS,-11.5,-600,232.5,122.0
Kel'el Ware,C,MIA,5100,24.77,5,30,27.98,14.08,2,81.0,1.1,19.44,184,54,0,0,21.8,@DEN,9.5,310,241.5,116.0
Khris Middleton,SF,WAS,5100,18.76,3,30,32.03,12.28,1,87.0,1.4,0.0,130,59,-5,0,22.0,@BOS,11.5,440,232.5,110.5
Jaylen Wells,SF,MEM,5100,16.26,8,30,24.24,13.48,1,81.0,2.0,21.09,157,47,-1,0,18.1,vs HOU,7.5,240,232.5,112.5
Jaylon Tyson,SG/SF,CLE,5000,12.13,24,30,30.88,3.18,2,60.0,1.7,16.35,148,26,8,0,20.0,vs PHI,-10.5,-410,235.5,123.0
Christian Braun,SG,DEN,5000,25.34,25,30,39.12,16.04,1,82.0,7.6,25.94,60,66,3,0,22.8,vs MIA,-9.5,-395,241.5,125.5
Jeremiah Fears,PG,NOP,5000,26.92,16,30,33.88,13.84,1,67.0,13.2,26.66,33,64,2,0,23.9,@DAL,7.5,240,227.5,110.0
T.J. McConnell,PG,IND,5000,0.0,30,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs BKN,-6.5,-270,232.5,119.5
Kentavious Caldwell-Pope,SG,MEM,5000,20.33,8,30,23.81,9.28,1,82.0,1.7,18.29,156,44,2,0,20.4,vs HOU,7.5,240,232.5,112.5
Andre Drummond,C,PHI,5000,17.29,12,30,33.04,9.58,2,79.0,1.1,22.58,182,45,-1,0,17.1,@CLE,10.5,320,235.5,112.5
Jock Landale,C,MEM,4900,21.94,4,30,26.92,11.67,1,65.0,2.8,21.72,124,47,3,0,22.2,vs HOU,7.5,240,232.5,112.5
Yves Missi,C,NOP,4900,22.87,22,30,33.23,18.65,1,85.0,0.8,24.52,198,62,0,0,20.2,@DAL,7.5,240,227.5,110.0
Dereck Lively II,C,DAL,4900,0.0,18,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,19.3,vs NOP,-7.5,-298,227.5,117.5
Kyle Filipowski,PF,UTA,4900,16.7,10,30,42.98,13.55,2,81.0,1.7,18.8,192,45,-3,0,17.1,@DET,9.5,350,232.5,111.5
Cameron Johnson,SF,DEN,4900,22.11,10,30,40.45,16.71,1,87.0,1.7,23.44,211,59,0,0,16.1,vs MIA,-9.5,-395,241.5,125.5
Caris LeVert,PG/SG,DET,4900,17.68,30,30,33.7,10.67,2,84.0,3.7,21.55,97,48,3,0,10.6,vs UTA,-9.5,-455,232.5,121.0
Max Christie,SG/SF,DAL,4800,22.74,13,30,26.89,12.83,1,75.0,1.7,23.7,176,53,1,0,21.7,vs NOP,-7.5,-298,227.5,117.5
Scotty Pippen Jr.,PG,MEM,4800,0.0,3,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs HOU,7.5,240,232.5,112.5
RayJ Dennis,PG,IND,4800,18.22,30,30,25.19,0.0,2,55.00000000000001,18.3,23.74,18,38,4,0,19.4,vs BKN,-6.5,-270,232.5,119.5
Daniel Gafford,C,DAL,4700,23.01,21,30,37.28,15.04,1,84.0,14.4,27.5,29,69,5,0,23.5,vs NOP,-7.5,-298,227.5,117.5
Josh Minott,PF,BOS,4700,26.53,29,30,29.18180111148413,0.0,1,46.0,9.6,22.86,39,40,6,0,22.5,vs WAS,-11.5,-600,232.5,122.0
Herbert Jones,SF,NOP,4700,21.57,24,30,31.92,13.36,1,82.0,7.1,25.35,52,59,3,0,20.5,@DAL,7.5,240,227.5,110.0
Mike Conley,PG,MIN,4700,8.92,14,30,27.02,8.67,2,86.0,1.4,14.44,118,30,-2,0,18.3,@NYK,3.5,140,227.5,112.0
Sam Merrill,SG,CLE,4700,15.93,24,30,27.32,9.28,2,74.0,0.8,10.68,127,32,3,0,26.4,vs PHI,-10.5,-410,235.5,123.0
Ben Sheppard,SG/SF,IND,4700,17.45,4,30,20.66,4.15,1,73.0,0.6,21.3,140,38,-2,0,17.9,vs BKN,-6.5,-270,232.5,119.5
Isaiah Jackson,C,IND,4600,21.53,25,30,26.63,5.09,1,66.0,1.4,26.74,172,45,7,0,17.4,vs BKN,-6.5,-270,232.5,119.5
Neemias Queta,C,BOS,4500,24.58,24,30,27.19,7.84,1,64.0,5.7,26.0,61,51,8,0,23.8,vs WAS,-11.5,-600,232.5,122.0
Lonzo Ball,PG/SG,CLE,4500,23.2,24,30,26.73,14.7,2,84.0,4.8,20.68,66,56,3,0,20.5,vs PHI,-10.5,-410,235.5,123.0
Duncan Robinson,SG,DET,4500,16.24,30,30,23.87,4.57,1,77.0,5.7,24.84,51,43,5,0,19.4,vs UTA,-9.5,-455,232.5,121.0
Adem Bona,C,PHI,4500,24.32,7,30,36.38,11.15,1,78.0,1.4,16.56,174,47,-2,0,10.9,@CLE,10.5,320,235.5,112.5
Mitchell Robinson,C,NYK,4500,16.86,1,30,26.16,11.19,1,83.0,1.7,17.19,136,42,-1,0,16.0,vs MIN,-3.5,-166,227.5,115.5
Ace Bailey,SG/SF,UTA,4500,10.87,5,30,16.24,5.18,2,55.00000000000001,1.7,17.09,100,26,-1,0,10.7,@DET,9.5,350,232.5,111.5
Dominick Barlow,PF/C,PHI,4400,0.0,12,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,19.0,@CLE,10.5,320,235.5,112.5
Dean Wade,SF/PF,CLE,4400,13.65,21,30,20.08,4.92,2,77.0,1.1,13.27,103,29,8,0,17.2,vs PHI,-10.5,-410,235.5,123.0
Brandon Clarke,C,MEM,4400,0.0,7,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs HOU,7.5,240,232.5,112.5
Tre Johnson,PG/SG,WAS,4400,18.8,2,30,27.73,16.13,2,76.0,1.7,19.67,146,49,-2,0,21.6,@BOS,11.5,440,232.5,110.5
Nikola Jovic,C,MIA,4400,18.5,5,30,28.95,7.4,2,76.0,1.7,17.88,144,39,1,0,18.4,@DEN,9.5,310,241.5,116.0
Miles McBride,PG,NYK,4400,14.99,2,30,19.69,7.47,2,76.0,1.7,16.46,113,35,0,0,19.7,vs MIN,-3.5,-166,227.5,115.5
Terance Mann,SF,BKN,4300,24.49,13,30,28.06,11.34,1,81.0,4.8,22.86,68,56,5,0,23.7,@IND,6.5,220,232.5,113.0
Reed Sheppard,PG/SG,HOU,4300,16.05,23,30,28.05,4.58,2,67.0,0.8,17.65,133,33,2,0,20.9,@MEM,-7.5,-298,232.5,120.0
Pelle Larsson,SG/SF,MIA,4300,21.49,18,30,28.0,5.47,1,59.0,2.0,16.59,142,35,3,0,15.6,@DEN,9.5,310,241.5,116.0
Egor Demin,PG,BKN,4300,15.09,16,30,22.29,9.37,2,65.0,1.7,17.39,118,35,3,0,15.8,@IND,6.5,220,232.5,113.0
Sam Hauser,SF/PF,BOS,4200,17.25,18,30,20.83,4.45,2,78.0,2.8,20.45,88,39,0,0,18.4,vs WAS,-11.5,-600,232.5,122.0
Brice Sensabaugh,SG/SF,UTA,4200,9.3,4,30,35.87,7.44,2,78.0,0.6,5.02,105,20,-2,0,15.0,@DET,9.5,350,232.5,111.5
Larry Nance Jr.,PF/C,CLE,4200,13.56,21,30,21.76,7.08,2,77.0,1.7,15.52,107,33,8,0,12.3,vs PHI,-10.5,-410,235.5,123.0
Tyrese Martin,PG/SG,BKN,4200,21.41,2,30,26.51,11.24,1,76.0,1.4,19.35,141,47,2,0,15.7,@IND,6.5,220,232.5,113.0
Svi Mykhailiuk,SG,UTA,4200,16.06,26,30,24.36,5.96,1,61.0,1.1,16.54,120,32,0,0,15.3,@DET,9.5,350,232.5,111.5
Steven Adams,C,HOU,4100,20.8,3,30,28.31,12.48,2,76.0,0.9,20.86,143,49,-2,0,24.0,@MEM,-7.5,-298,232.5,120.0
Craig Porter Jr.,PG,CLE,4100,16.65,24,30,24.01,5.61,2,61.0,0.9,8.97,102,26,6,0,16.6,vs PHI,-10.5,-410,235.5,123.0
Ziaire Williams,SG/SF,BKN,4100,20.99,19,30,27.95,11.3,2,75.0,2.8,17.04,97,44,1,0,18.9,@IND,6.5,220,232.5,113.0
Saddiq Bey,SF/PF,NOP,4100,21.69,3,30,31.15,14.32,2,85.0,5.7,21.93,54,57,-4,0,17.6,@DAL,7.5,240,227.5,110.0
Klay Thompson,SG,DAL,4100,18.59,9,30,27.88,10.05,1,84.0,2.6,18.69,103,45,1,0,15.6,vs NOP,-7.5,-298,227.5,117.5
Vince Williams Jr.,PF,MEM,4100,11.46,30,30,22.99,3.51,2,84.0,1.7,13.72,99,27,0,0,18.3,vs HOU,7.5,240,232.5,112.5
Josh Okogie,SG,HOU,4100,15.2,1,30,19.65,11.32,1,72.0,0.6,19.53,112,40,-2,0,15.3,@MEM,-7.5,-298,232.5,120.0
Trendon Watford,PF/C,PHI,4100,14.96,28,30,33.03,11.85,2,73.0,1.1,20.16,140,41,1,0,16.6,@CLE,10.5,320,235.5,112.5
Noah Clowney,PF/C,BKN,4000,11.79,20,30,22.51,8.27,2,75.0,1.7,19.49,108,35,2,0,14.1,@IND,6.5,220,232.5,113.0
Ronald Holland II,SF/PF,DET,4000,15.72,14,30,23.05,4.1,2,79.0,18.5,22.1,13,44,6,0,21.3,vs UTA,-9.5,-455,232.5,121.0
Day'Ron Sharpe,C,BKN,4000,18.43,10,30,29.85,11.93,2,78.0,1.4,19.59,136,45,2,0,17.9,@IND,6.5,220,232.5,113.0
Javon Small,PG,MEM,4000,4.06,3,30,22.92,2.42,2,44.0,0.0,1.98,0,0,-4,0,12.7,vs HOU,7.5,240,232.5,112.5
Naji Marshall,SF/PF,DAL,4000,19.05,26,30,30.47,11.47,2,83.0,5.1,19.27,54,48,5,0,15.8,vs NOP,-7.5,-298,227.5,117.5
Bub Carrington,PG,WAS,4000,14.04,4,30,39.35,11.23,2,84.0,2.0,20.76,148,43,-2,0,18.6,@BOS,11.5,440,232.5,110.5
Walter Clayton Jr.,PG,UTA,3800,13.75,10,30,24.16,7.7,2,57.99999999999999,1.7,14.65,100,29,-1,0,15.9,@DET,9.5,350,232.5,111.5
Simone Fontecchio,SF/PF,MIA,3800,17.04,21,30,21.62,6.32,2,79.0,3.7,14.6,55,35,3,0,20.1,@DEN,9.5,310,241.5,116.0
Jaylen Clark,SG/SF,MIN,3800,7.79,7,30,11.94,1.18,2,71.0,1.7,11.86,60,18,0,0,12.1,@NYK,3.5,140,227.5,112.0
Cam Spencer,PG/SG,MEM,3700,15.54,8,30,24.37,0.97,2,61.0,1.7,14.0,100,25,4,0,17.6,vs HOU,7.5,240,232.5,112.5
Derik Queen,PF/C,NOP,3700,16.33,7,30,29.36,8.28,2,74.0,2.0,14.97,112,35,-1,0,18.8,@DAL,7.5,240,227.5,110.0
Brandon Williams,PG,DAL,3700,14.89,5,30,31.52,10.64,2,75.0,4.9,15.11,47,37,2,0,12.7,vs NOP,-7.5,-298,227.5,117.5
Marcus Sasser,PG/SG,DET,3700,0.0,29,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs UTA,-9.5,-455,232.5,121.0
Tim Hardaway Jr.,SG/SF,DEN,3700,16.65,10,30,24.74,8.44,2,80.0,1.7,15.86,106,38,-1,0,16.2,vs MIA,-9.5,-395,241.5,125.5
Taylor Hendricks,SF/PF,UTA,3700,14.22,28,30,25.34,6.94,1,77.0,4.6,16.72,45,35,6,0,12.1,@DET,9.5,350,232.5,111.5
Terrence Shannon Jr.,SG/SF,MIN,3700,12.72,17,30,15.77,0.89,2,56.99999999999999,1.7,10.06,71,19,3,0,9.6,@NYK,3.5,140,227.5,112.0
Jonas Valanciunas,C,DEN,3600,19.97,11,30,25.71,7.29,2,83.0,4.6,17.77,50,43,-3,0,17.3,vs MIA,-9.5,-395,241.5,125.5
Tony Bradley,C,IND,3600,12.31,22,30,13.19,1.59,2,57.99999999999999,1.1,14.25,72,23,4,0,11.0,vs BKN,-6.5,-270,232.5,119.5
John Konchar,SG/SF,MEM,3600,9.38,30,30,19.51,4.89,2,69.0,0.0,3.97,0,0,-2,0,11.0,vs HOU,7.5,240,232.5,112.5
Luka Garza,C,BOS,3600,12.77,26,30,15.1,0.0,2,44.0,1.4,16.4,80,21,6,0,12.8,vs WAS,-11.5,-600,232.5,122.0
Cam Whitmore,SF/PF,WAS,3600,11.93,1,30,26.35,0.43,2,76.0,1.4,16.45,99,26,0,0,14.8,@BOS,11.5,440,232.5,110.5
Dwight Powell,PF/C,DAL,3600,9.68,18,30,15.4,0.0,2,66.0,1.7,11.0,65,18,13,0,9.0,vs NOP,-7.5,-298,227.5,117.5
Jalen Wilson,SG/SF,BKN,3600,12.16,19,30,29.61,9.45,2,79.0,1.1,11.37,96,30,0,0,9.9,@IND,6.5,220,232.5,113.0
Dorian Finney-Smith,SF/PF,HOU,3500,0.0,23,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@MEM,-7.5,-298,232.5,120.0
Tyrese Proctor,PG,CLE,3500,7.51,24,30,10.67,3.49,2,56.99999999999999,0.0,2.44,0,0,6,0,7.1,vs PHI,-10.5,-410,235.5,123.0
Peyton Watson,SF/PF,DEN,3500,17.73,15,30,20.25,7.59,2,80.0,5.4,17.42,36,41,-3,0,15.8,vs MIA,-9.5,-395,241.5,125.5
Karlo Matkovic,PF/C,NOP,3500,11.22,27,30,29.38,7.97,2,83.0,1.1,6.57,83,24,0,0,7.6,@DAL,7.5,240,227.5,110.0
Clint Capela,C,HOU,3500,13.6,3,30,23.36,8.76,2,87.0,1.4,11.62,85,32,-5,0,12.1,@MEM,-7.5,-298,232.5,120.0
Dru Smith,PG/SG,MIA,3500,12.57,25,30,24.55,10.61,2,55.00000000000001,5.1,13.76,35,30,-3,0,15.9,@DEN,9.5,310,241.5,116.0
Guerschon Yabusele,PF/C,NYK,3500,10.93,22,30,34.21,7.63,2,79.0,0.6,3.66,85,20,-2,0,6.2,vs MIN,-3.5,-166,227.5,115.5
Baylor Scheierman,SG/SF,BOS,3500,4.24,29,30,19.52,0.0,2,60.0,0.6,6.47,53,9,3,0,7.6,vs WAS,-11.5,-600,232.5,122.0
Danny Wolf,PF/C,BKN,3500,0.0,20,30,0.0,0.0,4,0.0,0.0,0.8,0,0,0,0,4.3,@IND,6.5,220,232.5,113.0
Jabari Walker,SF/PF,PHI,3500,7.88,23,30,20.15,3.88,1,73.0,4.3,15.79,36,25,2,0,8.7,@CLE,10.5,320,235.5,112.5
Kevin Love,C,UTA,3500,6.11,10,30,20.2,2.86,2,72.0,0.9,15.31,73,21,0,0,16.8,@DET,9.5,350,232.5,111.5
