Name,Position,Team,Salary,Projected,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,Vegas,VegasML,VegasTotals,VegasImplied
Jordan Miller,SG,LAC,3000,0.0,23,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,8.3,@UTA,-10.5,-485,225.5,118.0
Riley Minix,PF,SAS,3000,0.0,9,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,2.5,@DAL,4.5,142,223.5,109.5
Josh Minott,SF/PF,BOS,3000,10.0,30,30,11.0,0.04,2,38.0,1.7,12.34,50,16,11,0,5.3,vs PHI,-4.5,-180,229.5,117.0
Dylan Cardwell,C,SAC,3000,0.0,22,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@PHX,3.5,142,228.5,112.5
Dejounte Murray,PG,NOP,3000,0.0,17,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,41.0,@MEM,3.5,145,236.5,116.5
Pete Nance,PF/C,MIL,3000,0.0,27,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,6.9,vs WAS,-10.5,-440,227.5,119.0
Eli Ndiaye,C,ATL,3000,0.0,29,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs TOR,-5.5,-225,237.5,121.5
Lachlan Olbrich,C,CHI,3000,0.0,8,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs DET,3.5,130,236.5,116.5
Micah Peavy,SG/SF,NOP,3000,0.0,15,30,0.0,0.0,2,0.0,0.0,1.16,0,0,0,0,0.0,@MEM,3.5,145,236.5,116.5
Drew Peterson,PF,CHA,3000,0.0,16,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,5.6,vs BKN,-5.5,-205,228.5,117.0
Isaac Jones,PF,SAC,3000,0.0,6,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,6.1,@PHX,3.5,142,228.5,112.5
Tyrese Proctor,PG/SG,CLE,3000,3.0,10,30,3.3000000000000003,0.0,2,0.0,0.0,5.51,0,0,-2,0,0.0,@NYK,-1.5,-122,229.5,115.5
Antonio Reeves,PG,CHA,3000,0.0,27,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,11.4,vs BKN,-5.5,-205,228.5,117.0
Will Riley,SF/PF,WAS,3000,0.0,12,30,0.0,0.0,2,0.0,0.0,1.95,0,0,0,0,0.0,@MIL,10.5,340,227.5,108.5
Orlando Robinson,C,ORL,3000,0.0,17,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,17.0,vs MIA,-8.5,-345,216.5,112.5
Daeqwon Plowden,PF,SAC,3000,0.0,1,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,10.4,@PHX,3.5,142,228.5,112.5
Hunter Sallis,SG,PHI,3000,0.0,7,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@BOS,4.5,150,229.5,112.5
Kobe Sanders,SF,LAC,3000,0.0,30,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@UTA,-10.5,-485,225.5,118.0
Mark Sears,PG,MIL,3000,0.0,25,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs WAS,-10.5,-440,227.5,119.0
Max Shulga,PG,BOS,3000,0.0,28,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,vs PHI,-4.5,-180,229.5,117.0
Javon Small,PG,MEM,3000,10.0,6,30,11.0,0.0,2,0.0,2.9,14.87,37,13,0,0,0.0,vs NOP,-3.5,-175,236.5,120.0
Tyler Smith,PF,MIL,3000,0.0,27,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,5.0,vs WAS,-10.5,-440,227.5,119.0
Tolu Smith,C,DET,3000,0.0,19,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,23.0,@CHI,-3.5,-155,236.5,120.0
Jaden Springer,SG/SF,NOP,3000,2.41,15,30,17.4,2.25,2,52.0,0.0,0.85,0,0,3,0,6.6,@MEM,3.5,145,236.5,116.5
Isaiah Stevens,PG,SAC,3000,0.0,12,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,1.5,@PHX,3.5,142,228.5,112.5
Jayson Tatum,PF,BOS,3000,0.0,29,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,51.5,vs PHI,-4.5,-180,229.5,117.0
Jahmyl Telfort,PF,LAC,3000,0.0,23,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@UTA,-10.5,-485,225.5,118.0
Nae'Qwan Tomlin,PF/C,CLE,3000,0.0,15,30,0.0,0.0,2,0.0,0.3,2.47,0,0,0,0,18.8,@NYK,-1.5,-122,229.5,115.5
John Tonje,SG,UTA,3000,0.0,1,30,0.0,0.0,4,0.0,0.0,0.93,0,0,0,0,0.0,vs LAC,10.5,370,225.5,107.5
Jacob Toppin,PF,ATL,3000,0.0,27,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,3.3,vs TOR,-5.5,-225,237.5,121.5
Luke Travers,SF,CLE,3000,0.0,14,30,0.0,0.0,2,0.0,0.0,2.93,0,0,0,0,4.1,@NYK,-1.5,-122,229.5,115.5
Keaton Wallace,PG,ATL,3000,2.37,23,30,34.13,0.0,2,70.0,0.0,2.29,0,0,-1,0,13.8,vs TOR,-5.5,-225,237.5,121.5
PJ Washington,SF/PF,DAL,3000,25.86,17,30,40.0,20.22,1,84.0,29.3,29.61,10,90,2,0,32.0,vs SAS,-4.5,-170,223.5,114.0
Lindy Waters III,SG,SAS,3000,0.0,17,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,11.0,@DAL,4.5,142,223.5,109.5
Jamir Watkins,SG,WAS,3000,0.0,11,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@MIL,10.5,340,227.5,108.5
Blake Wesley,SG,POR,3000,12.37,5,30,20.36,8.93,2,69.0,0.3,9.52,63,27,2,0,9.2,vs MIN,5.5,170,222.5,108.5
Amari Williams,C,BOS,3000,0.0,30,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs PHI,-4.5,-180,229.5,117.0
Jahmir Young,PG,MIA,3000,0.0,20,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,4.0,@ORL,8.5,275,216.5,104.0
Rocco Zikarsky,C,MIN,3000,0.0,24,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@POR,-5.5,-205,222.5,114.0
Javonte Cooke,PG,POR,3000,0.0,5,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs MIN,5.5,170,222.5,108.5
