Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
20,4960368347,joffyy (97/150),0,344,C Wendell Carter Jr. F Santi Aldama G Ryan Rollins PF Vince Williams Jr. PG Tyrese Maxey SF Tristan da Silva SG Anthony Black UTIL Zach Edey,,Franz Wagner,SF,14.52%,33.5
20,4960659388,jdeegs99 (54/150),0,344,C Kelly Olynyk F Keldon Johnson G Tyrese Maxey PF Santi Aldama PG Jalen Suggs SF Cedric Coward SG Cole Anthony UTIL Ryan Rollins,,De'Aaron Fox,PG,14.28%,51.75
20,4961054275,xxTB88xx,0,344,C Wendell Carter Jr. F Cedric Coward G Ryan Rollins PF Santi Aldama PG Jalen Suggs SF Keldon Johnson SG Nickeil Alexander-Walker UTIL Myles Turner,,Tristan da Silva,F,14.03%,30
23,4960789916,Skullpack (5/12),0,343.75,C Myles Turner F Santi Aldama G Tyrese Maxey PF Vince Williams Jr. PG Ryan Rollins SF Keldon Johnson SG Anthony Black UTIL Bogdan Bogdanovic,,Ivica Zubac,C,12.18%,38.75
23,4961046495,Freddy11 (6/30),0,343.75,C Kelly Olynyk F Vince Williams Jr. G Ryan Rollins PF Santi Aldama PG Jalen Suggs SF Keldon Johnson SG Dennis Schroder UTIL Tyrese Maxey,,Anthony Black,G,11.31%,30.5
23,4961206065,xxoltshibxx (1/2),0,343.75,C Myles Turner F Vince Williams Jr. G Tyrese Maxey PF Santi Aldama PG Ryan Rollins SF Keldon Johnson SG Bogdan Bogdanovic UTIL Anthony Black,,Jaylen Wells,UTIL,11.26%,20.25
23,4961338195,IronM1ke53,0,343.75,C Myles Turner F Vince Williams Jr. G Tyrese Maxey PF Santi Aldama PG Jalen Suggs SF Keldon Johnson SG VJ Edgecombe UTIL Jock Landale,,Devin Vassell,G,11.24%,30.75
27,4960303832,RubioDimes (91/150),0,343.25,C Wendell Carter Jr. F Keldon Johnson G Ryan Rollins PF Santi Aldama PG Cam Spencer SF Vince Williams Jr. SG Nickeil Alexander-Walker UTIL De'Aaron Fox,,Cole Anthony,SG,11.04%,19
27,4961342912,skyhoke (139/150),0,343.25,C Wendell Carter Jr. F Santi Aldama G Nickeil Alexander-Walker PF Keldon Johnson PG De'Aaron Fox SF Vince Williams Jr. SG Cam Spencer UTIL Ryan Rollins,,Kelly Olynyk,C,10.51%,12.5
29,4960411240,skijmb (61/150),0,343,C Wendell Carter Jr. F Keldon Johnson G Tyrese Maxey PF Santi Aldama PG Ryan Rollins SF Vince Williams Jr. SG Jaylen Wells UTIL Zach Edey,,Tyrese Maxey,PG,10.42%,86.25
29,4960818036,eyeseeyou12 (30/70),0,343,C Wendell Carter Jr. F Keldon Johnson G Ryan Rollins PF Santi Aldama PG Tyrese Maxey SF Vince Williams Jr. SG Jaylen Wells UTIL Zach Edey,,Precious Achiuwa,C,9.81%,11.25
29,4961010027,tgarvey21 (1/3),0,343,C Wendell Carter Jr. F Keldon Johnson G Ryan Rollins PF Santi Aldama PG Tyrese Maxey SF Vince Williams Jr. SG Jaylen Wells UTIL Zach Edey,,John Collins,PF,9.62%,17.5
32,4960787540,KMasonbx (23/30),0,342.5,C Ivica Zubac F Santi Aldama G Jaylen Wells PF Vince Williams Jr. PG Jalen Suggs SF Kobe Sanders SG Nickeil Alexander-Walker UTIL Tyrese Maxey,,Dennis Schroder,SG,9.23%,15
33,4960365736,phils44 (4/12),0,342,C Wendell Carter Jr. F Santi Aldama G Tyrese Maxey PF John Collins PG Jalen Suggs SF Vince Williams Jr. SG Jaylen Wells UTIL Ryan Rollins,,Harrison Barnes,PF,8.81%,25.75
34,4961383447,fathalpert (8/8),0,341.75,C Wendell Carter Jr. F Vince Williams Jr. G Jalen Suggs PF Jalen Johnson PG Ryan Rollins SF Keldon Johnson SG Anthony Black UTIL Santi Aldama,,Quentin Grimes,G,8.54%,26
35,4960764980,jordanelswood10 (15/18),0,340.5,C Wendell Carter Jr. F Santi Aldama G Ryan Rollins PF Vince Williams Jr. PG Bogdan Bogdanovic SF Keldon Johnson SG VJ Edgecombe UTIL Tyrese Maxey,,Dyson Daniels,G,6.43%,26.5
35,4960982489,maxfig (4/5),0,340.5,C Wendell Carter Jr. F Santi Aldama G Tyrese Maxey PF Keldon Johnson PG Ryan Rollins SF Vince Williams Jr. SG VJ Edgecombe UTIL Bogdan Bogdanovic,,Jeremy Sochan,F,6.04%,25.75
37,4960230457,bgreseth (131/150),0,340.25,C Myles Turner F Vince Williams Jr. G Tyrese Maxey PF Santi Aldama PG Ryan Rollins SF Keldon Johnson SG Jaylen Wells UTIL Cole Anthony,,Malik Monk,G,5.87%,9
37,4961372624,inselman1 (3/9),0,340.25,C Myles Turner F Santi Aldama G Cole Anthony PF Vince Williams Jr. PG Ryan Rollins SF Keldon Johnson SG Jaylen Wells UTIL Tyrese Maxey,,Zach LaVine,UTIL,4.82%,34
39,4960461498,jpm11 (9/150),0,340,C Santi Aldama F Vince Williams Jr. G Tyrese Maxey PF Bobby Portis PG Jalen Suggs SF Kobe Sanders SG Cam Spencer UTIL Ryan Rollins,,Kristaps Porzingis,UTIL,4.46%,28.25
39,4960905530,relicck (6/150),0,340,C Kelly Olynyk F Santi Aldama G Tyrese Maxey PF Vince Williams Jr. PG Jalen Suggs SF Cedric Coward SG Cole Anthony UTIL Ryan Rollins,,Kyle Kuzma,UTIL,3.63%,31.25
39,4960957959,beaker913 (86/150),0,340,C Wendell Carter Jr. F Santi Aldama G Ryan Rollins PF Bobby Portis PG Jalen Suggs SF Vince Williams Jr. SG Nickeil Alexander-Walker UTIL Myles Turner,,Nickeil Alexander-Walker,UTIL,3.41%,59.5
39,4961264849,MScorz4 (1/2),0,340,C Wendell Carter Jr. F Santi Aldama G Tyrese Maxey PF Vince Williams Jr. PG Jalen Suggs SF Tristan da Silva SG Anthony Black UTIL Ivica Zubac,,DeMar DeRozan,SF,3.22%,12
39,4961342819,skyhoke (46/150),0,340,C Wendell Carter Jr. F Santi Aldama G Ryan Rollins PF Bobby Portis PG Jalen Suggs SF Vince Williams Jr. SG Nickeil Alexander-Walker UTIL Myles Turner,,Nicolas Batum,SF,2.62%,7.5
44,4960520945,hoagies69 (4/7),0,339.5,C Santi Aldama F Keldon Johnson G Tyrese Maxey PF Harrison Barnes PG Ryan Rollins SF Vince Williams Jr. SG Bogdan Bogdanovic UTIL Cedric Coward,,Jock Landale,C,2.35%,29
44,4960789678,TJB128 (12/150),0,339.5,C Myles Turner F Santi Aldama G Ryan Rollins PF Precious Achiuwa PG Jalen Suggs SF Vince Williams Jr. SG Jaylen Wells UTIL Tyrese Maxey,,Gary Trent Jr.,F,2.18%,16.5
44,4960845422,mattmoss12 (41/150),0,339.5,C Andre Drummond F Santi Aldama G Ryan Rollins PF Keldon Johnson PG Anthony Black SF Vince Williams Jr. SG Cam Spencer UTIL Tyrese Maxey,,Kris Dunn,SG,2.10%,13.75
44,4960867822,yaomania11 (3/5),0,339.5,C Santi Aldama F Vince Williams Jr. G Tyrese Maxey PF Harrison Barnes PG Ryan Rollins SF Keldon Johnson SG Bogdan Bogdanovic UTIL Cedric Coward,,Onyeka Okongwu,UTIL,2.00%,31.75
44,4961234301,ztrivett21 (6/40),0,339.5,C Ivica Zubac F Santi Aldama G Tyrese Maxey PF Vince Williams Jr. PG Ryan Rollins SF Kobe Sanders SG Jaylen Wells UTIL Keldon Johnson,,Luke Kornet,UTIL,1.96%,11.25
49,4960356864,Deus_Ninja_Omega (1/4),0,339.25,C Wendell Carter Jr. F Kobe Sanders G Jalen Suggs PF Vince Williams Jr. PG Tyrese Maxey SF Keldon Johnson SG VJ Edgecombe UTIL Ryan Rollins,,Julian Champagnie,SG,1.90%,36.5
49,4960445713,nickrambo,0,339.25,C Santi Aldama F Justin Edwards G Ryan Rollins PF Vince Williams Jr. PG Tyrese Maxey SF Kyle Kuzma SG Kobe Sanders UTIL Jalen Suggs,,Paul George,SF,1.72%,36.25
51,4961091431,clintdavis9 (18/40),0,339,C Wendell Carter Jr. F Keldon Johnson G Tyrese Maxey PF Santi Aldama PG Jalen Suggs SF Vince Williams Jr. SG Jaylen Wells UTIL Ivica Zubac,,Drew Eubanks,UTIL,1.45%,18.25
52,4961089108,awen419 (138/150),0,338.75,C Santi Aldama F Vince Williams Jr. G Ryan Rollins PF John Collins PG Tyrese Maxey SF Keldon Johnson SG VJ Edgecombe UTIL Jaylen Wells,,Kentavious Caldwell-Pope,SG,1.37%,18.25
53,4960400610,ocdobv (134/150),0,338.5,C Wendell Carter Jr. F Vince Williams Jr. G Tyrese Maxey PF Jeremy Sochan PG Jalen Suggs SF Keldon Johnson SG Dennis Schroder UTIL Ryan Rollins,,AJ Green,UTIL,1.28%,19
53,4960461563,jpm11 (74/150),0,338.5,C Andre Drummond F Vince Williams Jr. G Ryan Rollins PF Santi Aldama PG Jalen Suggs SF Keldon Johnson SG Nickeil Alexander-Walker UTIL Myles Turner,,Goga Bitadze,C,1.02%,25.5
53,4960626442,fjbourne (8/20),0,338.5,C Myles Turner F Vince Williams Jr. G Ryan Rollins PF Santi Aldama PG Jalen Suggs SF Keldon Johnson SG Nickeil Alexander-Walker UTIL Andre Drummond,,Zaccharie Risacher,UTIL,0.89%,5.5
53,4961065961,jroh02 (19/50),0,338.5,C Zach Edey F Jeremy Sochan G Tyrese Maxey PF Santi Aldama PG Anthony Black SF Vince Williams Jr. SG Quentin Grimes UTIL Ryan Rollins,,John Konchar,F,0.87%,19.75
57,4960529552,hoagies69 (5/7),0,338.25,C Ivica Zubac F Keldon Johnson G Tyrese Maxey PF Harrison Barnes PG Jalen Suggs SF Vince Williams Jr. SG Cam Spencer UTIL Santi Aldama,,Mouhamed Gueye,F,0.83%,2
58,4960211217,hixx (41/150),0,338,C Jock Landale F Keldon Johnson G Ryan Rollins PF Vince Williams Jr. PG Tyrese Maxey SF Tristan da Silva SG Desmond Bane UTIL Cam Spencer,,Vit Krejci,SG,0.81%,9
58,4960707970,ajimale08 (94/100),0,338,C Kelly Olynyk F Santi Aldama G Ryan Rollins PF Keldon Johnson PG Jalen Suggs SF Devin Vassell SG Kris Dunn UTIL Tyrese Maxey,,Trendon Watford,F,0.76%,13.5
60,4960789756,TJB128 (90/150),0,337.25,C Drew Eubanks F Cedric Coward G Ryan Rollins PF Santi Aldama PG Jalen Suggs SF Vince Williams Jr. SG Kobe Sanders UTIL Tyrese Maxey,,Jabari Walker,UTIL,0.70%,6
60,4961219288,steelcurtain1975 (4/15),0,337.25,C Wendell Carter Jr. F Jonathan Isaac G Jalen Suggs PF Santi Aldama PG Tyrese Maxey SF Vince Williams Jr. SG Cam Spencer UTIL De'Aaron Fox,,Luke Kennard,UTIL,0.61%,22
62,4960789798,TJB128 (132/150),0,336.75,C Precious Achiuwa F Santi Aldama G Ryan Rollins PF Keldon Johnson PG Jalen Suggs SF Kobe Sanders SG Zach LaVine UTIL Tyrese Maxey,,Brook Lopez,C,0.59%,7.5
63,4960174096,oxenduck (108/150),0,336,C Santi Aldama F Cedric Coward G Tyrese Maxey PF Keldon Johnson PG Jalen Suggs SF Vince Williams Jr. SG Jaylen Wells UTIL Bobby Portis,,Gregory Jackson,PF,0.54%,22.25
63,4960770712,jcogdell,0,336,C Wendell Carter Jr. F Santi Aldama G VJ Edgecombe PF Vince Williams Jr. PG Jalen Suggs SF Keldon Johnson SG Nickeil Alexander-Walker UTIL De'Aaron Fox,,Justin Edwards,SF,0.48%,20.5
65,4960191966,dcoleman1956,0,335.75,C Wendell Carter Jr. F Harrison Barnes G Anthony Black PF Santi Aldama PG Tyrese Maxey SF Devin Vassell SG Nickeil Alexander-Walker UTIL Tristan da Silva,,Dominick Barlow,PF,0.46%,18
65,4960374491,ShaidyAdvice (16/150),0,335.75,C Zach Edey F Vince Williams Jr. G Tyrese Maxey PF Santi Aldama PG Ryan Rollins SF Cedric Coward SG Cole Anthony UTIL Jock Landale,,Keegan Murray,F,0.42%,16.25
67,4960270050,aarondp987 (79/150),0,335.5,C Wendell Carter Jr. F Santi Aldama G Ryan Rollins PF Keldon Johnson PG Bogdan Bogdanovic SF Vince Williams Jr. SG Quentin Grimes UTIL Tyrese Maxey,,Maxime Raynaud,UTIL,0.28%,19.25
68,4961249876,tptoya5827 (2/2),0,335.25,C Santi Aldama F Vince Williams Jr. G Tyrese Maxey PF Trendon Watford PG Ryan Rollins SF Keldon Johnson SG Quentin Grimes UTIL Harrison Barnes,,Keaton Wallace,UTIL,0.26%,9.5
69,4960659404,jdeegs99 (70/150),0,335,C Jock Landale F Devin Vassell G Ryan Rollins PF Jalen Johnson PG Jalen Suggs SF Vince Williams Jr. SG Anthony Black UTIL Santi Aldama,,Jonathan Isaac,SF,0.15%,23.75
69,4961140620,eGoTheDK (36/50),0,335,C Ivica Zubac F Vince Williams Jr. G Ryan Rollins PF Santi Aldama PG Tyrese Maxey SF Keldon Johnson SG Kris Dunn UTIL Kelly Olynyk,,Cam Christie,SG,0.15%,9.75
69,4961342875,skyhoke (102/150),0,335,C Myles Turner F Santi Aldama G Tyrese Maxey PF Precious Achiuwa PG Jalen Suggs SF Tristan da Silva SG Cam Spencer UTIL Ryan Rollins,,Olivier-Maxence Prosper,F,0.14%,16.25
72,4960709743,justinpthatdude (4/19),0,334.75,C Santi Aldama F Jalen Johnson G Jalen Suggs PF Tristan da Silva PG Ryan Rollins SF Vince Williams Jr. SG VJ Edgecombe UTIL Jock Landale,,Jared McCain,UTIL,0.14%,11
72,4961140608,eGoTheDK (24/50),0,334.75,C Wendell Carter Jr. F Jeremy Sochan G Ryan Rollins PF Vince Williams Jr. PG Jalen Suggs SF Cedric Coward SG Cole Anthony UTIL Tyrese Maxey,,Keon Ellis,SG,0.13%,10.25
72,4961366734,TheMish (78/100),0,334.75,C Zach Edey F Keldon Johnson G Ryan Rollins PF Santi Aldama PG Tyrese Maxey SF Cedric Coward SG Anthony Black UTIL Kelly Olynyk,,Gary Harris,SG,0.10%,11
75,4960239237,JBCJBCJBC (55/150),0,334.25,C Santi Aldama F Bobby Portis G VJ Edgecombe PF Vince Williams Jr. PG Jalen Suggs SF Keldon Johnson SG Cole Anthony UTIL Tyrese Maxey,,Tyus Jones,PG,0.08%,1.25
75,4960738201,shrek4224 (119/150),0,334.25,C Santi Aldama F Cedric Coward G Tyrese Maxey PF Jeremy Sochan PG Ryan Rollins SF Vince Williams Jr. SG Jaylen Wells UTIL Quentin Grimes,,Jericho Sims,UTIL,0.05%,9.75
77,4960411238,skijmb (59/150),0,334,C Jock Landale F Precious Achiuwa G Ryan Rollins PF Bobby Portis PG Jalen Suggs SF Vince Williams Jr. SG VJ Edgecombe UTIL Tyrese Maxey,,Carter Bryant,UTIL,0.05%,2.5
78,4960411216,skijmb (37/150),0,333.75,C Zach Edey F Keldon Johnson G Ryan Rollins PF John Collins PG Jalen Suggs SF Vince Williams Jr. SG Jaylen Wells UTIL Tyrese Maxey,,Chris Paul,G,0.05%,12.5
78,4960659422,jdeegs99 (88/150),0,333.75,C Wendell Carter Jr. F Vince Williams Jr. G Tyrese Maxey PF Santi Aldama PG Jalen Suggs SF Cedric Coward SG Anthony Black UTIL VJ Edgecombe,,Jahmai Mashack,PG,0.04%,9.5
78,4960735957,primetimeray21 (1/3),0,333.75,C Wendell Carter Jr. F Olivier-Maxence Prosper G Tyrese Maxey PF Santi Aldama PG James Harden SF Vince Williams Jr. SG Anthony Black UTIL Keldon Johnson,,Nique Clifford,F,0.04%,19.5
78,4960862736,jb101086 (40/75),0,333.75,C Wendell Carter Jr. F Cedric Coward G Jalen Suggs PF Santi Aldama PG Anthony Black SF Vince Williams Jr. SG VJ Edgecombe UTIL Tyrese Maxey,,David Jones-Garcia,SG,0.03%,35.25
78,4961091448,clintdavis9 (35/40),0,333.75,C Wendell Carter Jr. F Cedric Coward G VJ Edgecombe PF Santi Aldama PG Jalen Suggs SF Vince Williams Jr. SG Anthony Black UTIL Tyrese Maxey,,Jett Howard,UTIL,0.03%,12.25
83,4960245008,OneDropKing (1/150),0,333.5,C Goga Bitadze F Cedric Coward G Ryan Rollins PF Santi Aldama PG Tyrese Maxey SF Jonathan Isaac SG Quentin Grimes UTIL Kyle Kuzma,,Lindy Waters III,SG,0.02%,0
84,4960426715,zachngina (6/15),0,333,C Myles Turner F Kobe Sanders G Jalen Suggs PF Harrison Barnes PG Ryan Rollins SF Keldon Johnson SG Anthony Black UTIL Tyrese Maxey,,Asa Newell,F,0.02%,0
84,4960773291,dseep22494 (73/150),0,333,C Ivica Zubac F Santi Aldama G Tyrese Maxey PF Bobby Portis PG Jalen Suggs SF Vince Williams Jr. SG Jaylen Wells UTIL Jock Landale,,Amir Coffey,PF,0.02%,0
86,4960936943,efbrown (19/20),0,332.25,C Wendell Carter Jr. F Santi Aldama G Ryan Rollins PF Vince Williams Jr. PG Jalen Suggs SF Keldon Johnson SG Cam Spencer UTIL Jalen Johnson,,Domantas Sabonis,C,0.02%,0
87,4960411328,skijmb (149/150),0,332,C Zach Edey F Bobby Portis G Ryan Rollins PF Keldon Johnson PG Anthony Black SF Vince Williams Jr. SG Jaylen Wells UTIL Tyrese Maxey,,Devin Carter,SG,0.01%,0
87,4960448637,paul.heff7,0,332,C Wendell Carter Jr. F Jalen Johnson G Ryan Rollins PF Santi Aldama PG Jalen Suggs SF Vince Williams Jr. SG VJ Edgecombe UTIL Jock Landale,,Dario Saric,F,0.01%,0
87,4960574314,cheddabisque (61/150),0,332,C Ivica Zubac F Santi Aldama G Ryan Rollins PF John Collins PG Jalen Suggs SF Vince Williams Jr. SG Nickeil Alexander-Walker UTIL Zach Edey,,Thanasis Antetokounmpo,F,0.01%,0
87,4960793573,zroth2 (29/150),0,332,C Wendell Carter Jr. F Jalen Johnson G Ryan Rollins PF Santi Aldama PG Jalen Suggs SF Vince Williams Jr. SG VJ Edgecombe UTIL Jock Landale,,Ty Jerome,G,0.01%,0
87,4961002985,showmethemoney13 (32/40),0,332,C Wendell Carter Jr. F Santi Aldama G Jalen Suggs PF Vince Williams Jr. PG Tyrese Maxey SF Keldon Johnson SG Cam Spencer UTIL Myles Turner,,Javon Small,PG,0.01%,0
87,4961342919,skyhoke (146/150),0,332,C Wendell Carter Jr. F Santi Aldama G Ryan Rollins PF Bobby Portis PG Jalen Suggs SF Kobe Sanders SG Cam Spencer UTIL Tyrese Maxey,,Jaren Jackson Jr.,F,0.01%,0
93,4960913075,dtadiello (3/32),0,331.75,C Santi Aldama F Vince Williams Jr. G Jalen Suggs PF Jeremy Sochan PG James Harden SF Cedric Coward SG Anthony Black UTIL Ryan Rollins,,Caleb Houstan,SF,0.01%,0
94,4960177742,bighelmetfrankgore,0,331.5,C Wendell Carter Jr. F Santi Aldama G James Harden PF Keldon Johnson PG Jalen Suggs SF Vince Williams Jr. SG Cam Spencer UTIL Ryan Rollins,,Bismack Biyombo,C,0.01%,0
94,4960322851,sneuman (2/20),0,331.5,C Wendell Carter Jr. F Vince Williams Jr. G James Harden PF Santi Aldama PG Jalen Suggs SF Keldon Johnson SG Cam Spencer UTIL Ryan Rollins,,Riley Minix,SF,0.01%,0
94,4960439597,giantsquid (90/150),0,331.5,C Wendell Carter Jr. F Santi Aldama G James Harden PF Vince Williams Jr. PG Jalen Suggs SF Keldon Johnson SG Cam Spencer UTIL Ryan Rollins,,Mark Sears,G,0.01%,0
94,4960471718,bkreider (79/150),0,331.5,C Wendell Carter Jr. F Santi Aldama G James Harden PF Vince Williams Jr. PG Jalen Suggs SF Keldon Johnson SG Cam Spencer UTIL Ryan Rollins,,,
94,4960659133,rpenna (2/13),0,331.5,C Wendell Carter Jr. F Keldon Johnson G Jalen Suggs PF Santi Aldama PG James Harden SF Vince Williams Jr. SG Cam Spencer UTIL Ryan Rollins,,,
94,4960743343,ddavs36 (2/2),0,331.5,C Wendell Carter Jr. F Keldon Johnson G Jalen Suggs PF Santi Aldama PG James Harden SF Vince Williams Jr. SG Cam Spencer UTIL Ryan Rollins,,,
94,4960830376,anshuld95 (16/50),0,331.5,C Wendell Carter Jr. F Santi Aldama G James Harden PF Keldon Johnson PG Jalen Suggs SF Vince Williams Jr. SG Cam Spencer UTIL Ryan Rollins,,,
94,4961046492,Freddy11 (3/30),0,331.5,C Wendell Carter Jr. F Keldon Johnson G James Harden PF Santi Aldama PG Jalen Suggs SF Vince Williams Jr. SG Cam Spencer UTIL Ryan Rollins,,,
94,4961266716,colorblindgoose (15/15),0,331.5,C Wendell Carter Jr. F Santi Aldama G James Harden PF Vince Williams Jr. PG Jalen Suggs SF Keldon Johnson SG Cam Spencer UTIL Ryan Rollins,,,
94,4961389387,inselman1 (5/9),0,331.5,C Wendell Carter Jr. F Santi Aldama G James Harden PF Vince Williams Jr. PG Jalen Suggs SF Keldon Johnson SG Cam Spencer UTIL Ryan Rollins,,,
104,4960405714,ImnotNavT (16/150),0,331.25,C Ivica Zubac F Keldon Johnson G Ryan Rollins PF Santi Aldama PG Jalen Suggs SF Vince Williams Jr. SG VJ Edgecombe UTIL Bobby Portis,,,
104,4960405734,ImnotNavT (36/150),0,331.25,C Ivica Zubac F Vince Williams Jr. G Ryan Rollins PF Keldon Johnson PG Jalen Suggs SF Cedric Coward SG VJ Edgecombe UTIL Santi Aldama,,,
106,4960345561,AFREE (35/88),0,331,C Andre Drummond F Santi Aldama G Ryan Rollins PF Keldon Johnson PG Jalen Suggs SF Cedric Coward SG Nickeil Alexander-Walker UTIL Wendell Carter Jr.,,,
106,4960630816,StealCityHall (38/40),0,331,C Myles Turner F Jeremy Sochan G Ryan Rollins PF Santi Aldama PG Tyrese Maxey SF Keldon Johnson SG Malik Monk UTIL Anthony Black,,,
108,4960659339,jdeegs99 (5/150),0,330.75,C Wendell Carter Jr. F Keldon Johnson G Jalen Suggs PF Santi Aldama PG James Harden SF Vince Williams Jr. SG Jaylen Wells UTIL Ryan Rollins,,,
108,4960747696,Heibs22 (108/150),0,330.75,C Kelly Olynyk F Santi Aldama G Tyrese Maxey PF Vince Williams Jr. PG Jalen Suggs SF Keldon Johnson SG Zach LaVine UTIL Cedric Coward,,,
110,4960405711,ImnotNavT (13/150),0,330.5,C Ivica Zubac F Devin Vassell G Ryan Rollins PF Keldon Johnson PG Jalen Suggs SF Vince Williams Jr. SG VJ Edgecombe UTIL Santi Aldama,,,
110,4960626439,fjbourne (5/20),0,330.5,C Myles Turner F Vince Williams Jr. G Devin Vassell PF Santi Aldama PG Ryan Rollins SF Keldon Johnson SG Nickeil Alexander-Walker UTIL Zach Edey,,,
110,4961193846,luckyguesses (52/65),0,330.5,C Wendell Carter Jr. F Vince Williams Jr. G Tyrese Maxey PF Santi Aldama PG Ryan Rollins SF Gary Trent Jr. SG Anthony Black UTIL Zach Edey,,,
113,4960368399,joffyy (149/150),0,330.25,C Zach Edey F Santi Aldama G Tyrese Maxey PF Vince Williams Jr. PG Jalen Suggs SF Keldon Johnson SG Cam Spencer UTIL Myles Turner,,,
