Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,4930234064,ImnotNavT (24/150),0,339.25,C Rudy Gobert F Franz Wagner G Quenton Jackson PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Jimmy Butler UTIL Josh Okogie,,LaMelo Ball,PG,24.12%,40.25
12,4930368923,narendra22 (143/150),0,338,C Rudy Gobert F Jabari Smith Jr. G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jonathan Kuminga SG Quenton Jackson UTIL Wendell Carter Jr.,,Tari Eason,SF,23.61%,22
13,4929815845,benlauzon (35/150),0,336,C Rudy Gobert F Paolo Banchero G Quenton Jackson PF Miles Bridges PG Mike Conley SF Jaden McDaniels SG Jimmy Butler UTIL Jonathan Kuminga,,Naz Reid,PF,23.53%,24.25
13,4930234168,ImnotNavT (128/150),0,336,C Rudy Gobert F Jimmy Butler G Quenton Jackson PF Julius Randle PG Mike Conley SF Jaden McDaniels SG Brandin Podziemski UTIL Paolo Banchero,,Franz Wagner,SF,18.91%,48
15,4930234075,ImnotNavT (35/150),0,335.75,C Rudy Gobert F Paolo Banchero G Quenton Jackson PF Naz Reid PG Brandin Podziemski SF Jaden McDaniels SG Jimmy Butler UTIL Franz Wagner,,Stephen Curry,PG,18.55%,28.5
16,4929485492,jbrothers83,0,335,C Rudy Gobert F Franz Wagner G Quenton Jackson PF Miles Bridges PG Mike Conley SF Jaden McDaniels SG Brandin Podziemski UTIL Alperen Sengun,,Jarace Walker,PF,17.62%,22.75
17,4929551007,zroth2 (44/150),0,334.5,C Rudy Gobert F Paolo Banchero G Josh Okogie PF Julius Randle PG Donte DiVincenzo SF Franz Wagner SG Quenton Jackson UTIL Jabari Smith Jr.,,Alexandre Sarr,C,17.17%,28
18,4929919890,greendose (19/20),0,334,C Wendell Carter Jr. F Jabari Smith Jr. G Brandin Podziemski PF Julius Randle PG Amen Thompson SF Franz Wagner SG Jimmy Butler UTIL Quenton Jackson,,Kyshawn George,F,16.96%,22.75
19,4930234058,ImnotNavT (18/150),0,333.5,C Rudy Gobert F Jonathan Kuminga G Quenton Jackson PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Jimmy Butler UTIL Franz Wagner,,Rudy Gobert,C,16.01%,49.25
20,4929817906,cheddabisque (98/150),0,332.5,C Wendell Carter Jr. F Miles Bridges G Quenton Jackson PF Julius Randle PG Mike Conley SF Franz Wagner SG Jimmy Butler UTIL Draymond Green,,Wendell Carter Jr.,UTIL,15.79%,36.5
20,4930180551,kwitt1 (8/10),0,332.5,C Rudy Gobert F Naz Reid G Quenton Jackson PF Julius Randle PG Amen Thompson SF Franz Wagner SG Jimmy Butler UTIL Ryan Kalkbrenner,,Alperen Sengun,UTIL,15.50%,48
20,4930242376,Packattacker27 (8/20),0,332.5,C Ryan Kalkbrenner F Naz Reid G Quenton Jackson PF Julius Randle PG Amen Thompson SF Franz Wagner SG Jimmy Butler UTIL Rudy Gobert,,Donte DiVincenzo,UTIL,14.90%,32.25
23,4929550974,zroth2 (11/150),0,332.25,C Rudy Gobert F Julius Randle G Quenton Jackson PF Miles Bridges PG Donte DiVincenzo SF Jaden McDaniels SG Jimmy Butler UTIL Tari Eason,,Collin Sexton,SG,14.03%,13.5
24,4930213673,TJB128 (114/150),0,332,C Rudy Gobert F Paolo Banchero G Jimmy Butler PF Jarace Walker PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Wendell Carter Jr.,,Brandin Podziemski,PG,13.85%,30
24,4930349335,CJCashing (36/150),0,332,C Rudy Gobert F Franz Wagner G Amen Thompson PF Julius Randle PG Mike Conley SF Quenton Jackson SG Josh Okogie UTIL Alperen Sengun,,Draymond Green,F,13.41%,21.5
24,4930368872,narendra22 (92/150),0,332,C Rudy Gobert F Paolo Banchero G Jimmy Butler PF Jarace Walker PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Wendell Carter Jr.,,Desmond Bane,SG,12.13%,17
27,4929996241,wholmes874,0,331.5,C Wendell Carter Jr. F Julius Randle G Amen Thompson PF Paolo Banchero PG Mike Conley SF Quenton Jackson SG Jimmy Butler UTIL Josh Minott,,Payton Pritchard,PG,12.08%,23.25
27,4930506758,YABOYLUX,0,331.5,C Ryan Kalkbrenner F Paolo Banchero G Quenton Jackson PF Naz Reid PG Donte DiVincenzo SF Franz Wagner SG Jimmy Butler UTIL Rudy Gobert,,Pascal Siakam,PF,11.70%,42.75
29,4929803531,westonselman (25/150),0,331.25,C Goga Bitadze F Paolo Banchero G Jimmy Butler PF Julius Randle PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,Josh Okogie,SG,11.35%,18.5
29,4929824783,benlauzon (133/150),0,331.25,C Moussa Diabate F Aaron Nesmith G Jimmy Butler PF Julius Randle PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Franz Wagner,,RayJ Dennis,G,8.88%,7
29,4929830708,lozingitall (103/150),0,331.25,C Rudy Gobert F Franz Wagner G Donte DiVincenzo PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Amen Thompson,,Bilal Coulibaly,PF,8.82%,22.5
29,4930234048,ImnotNavT (8/150),0,331.25,C Rudy Gobert F Franz Wagner G Donte DiVincenzo PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Amen Thompson,,Jaylen Brown,F,8.08%,21.5
29,4930580654,Skatsuf (13/20),0,331.25,C Goga Bitadze F Julius Randle G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,CJ McCollum,UTIL,8.05%,24.75
29,4930584928,randygtx (4/10),0,331.25,C Goga Bitadze F Paolo Banchero G Quenton Jackson PF Julius Randle PG Amen Thompson SF Jaden McDaniels SG Jimmy Butler UTIL Jabari Smith Jr.,,Anthony Black,UTIL,7.86%,18.5
35,4930115594,samuri8 (2/2),0,331,C Neemias Queta F Franz Wagner G Quenton Jackson PF Paolo Banchero PG Amen Thompson SF Aaron Nesmith SG Jimmy Butler UTIL Jabari Smith Jr.,,Josh Minott,PF,7.70%,26.5
35,4930346082,idlove2win (143/150),0,331,C Marvin Bagley III F Naz Reid G Quenton Jackson PF Julius Randle PG Amen Thompson SF Franz Wagner SG Jimmy Butler UTIL Miles Bridges,,Miles Bridges,PF,7.69%,50.5
37,4930368798,narendra22 (18/150),0,330.75,C Rudy Gobert F Paolo Banchero G Jimmy Butler PF Draymond Green PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Wendell Carter Jr.,,Reed Sheppard,SG,5.19%,18.5
38,4929525102,bpcologna (11/150),0,330.5,C Rudy Gobert F Paolo Banchero G Amen Thompson PF Miles Bridges PG Donte DiVincenzo SF Jaden McDaniels SG Quenton Jackson UTIL Tari Eason,,Moussa Diabate,C,5.07%,23.75
38,4929612196,TheOnlyProfixy,0,330.5,C Rudy Gobert F Miles Bridges G Quenton Jackson PF Julius Randle PG Brandin Podziemski SF Jimmy Butler SG Collin Sexton UTIL Wendell Carter Jr.,,Tristan da Silva,F,5.01%,7.5
40,4930234161,ImnotNavT (121/150),0,330.25,C Rudy Gobert F Quenton Jackson G Mike Conley PF Paolo Banchero PG Donte DiVincenzo SF Jaden McDaniels SG Jimmy Butler UTIL Amen Thompson,,Kevin Durant,SF,4.77%,38.5
40,4930268137,bgreseth (127/150),0,330.25,C Rudy Gobert F Naz Reid G Quenton Jackson PF Julius Randle PG Mike Conley SF Jaden McDaniels SG Jimmy Butler UTIL Paolo Banchero,,Tre Johnson,SG,4.52%,15.75
42,4929690320,skijmb (137/150),0,330,C Rudy Gobert F Jimmy Butler G Josh Okogie PF Paolo Banchero PG Brandin Podziemski SF Jaden McDaniels SG Quenton Jackson UTIL Alperen Sengun,,Kon Knueppel,SF,4.45%,19
42,4929817823,cheddabisque (15/150),0,330,C Rudy Gobert F Jonathan Kuminga G Quenton Jackson PF Julius Randle PG Amen Thompson SF Jaden McDaniels SG Jimmy Butler UTIL Wendell Carter Jr.,,Aaron Nesmith,SF,4.42%,42
42,4929817869,cheddabisque (61/150),0,330,C Wendell Carter Jr. F Paolo Banchero G Quenton Jackson PF Naz Reid PG Mike Conley SF Franz Wagner SG Jimmy Butler UTIL Amen Thompson,,Steven Adams,UTIL,4.35%,14.25
42,4929937394,jpm11 (73/150),0,330,C Wendell Carter Jr. F Franz Wagner G Quenton Jackson PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Jimmy Butler UTIL Tari Eason,,Marvin Bagley III,C,3.90%,18.25
42,4930234057,ImnotNavT (17/150),0,330,C Rudy Gobert F Quenton Jackson G Payton Pritchard PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Jimmy Butler UTIL Franz Wagner,,Derrick White,G,3.66%,15
42,4930234122,ImnotNavT (82/150),0,330,C Wendell Carter Jr. F Franz Wagner G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Tari Eason,,Anfernee Simons,G,3.34%,4.75
42,4930349424,CJCashing (125/150),0,330,C Wendell Carter Jr. F Franz Wagner G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Tari Eason,,Mac McClung,SG,3.03%,0
42,4930368806,narendra22 (26/150),0,330,C Wendell Carter Jr. F Franz Wagner G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Tari Eason,,Cam Whitmore,F,2.62%,15.5
42,4930368869,narendra22 (89/150),0,330,C Rudy Gobert F Jonathan Kuminga G Jimmy Butler PF Julius Randle PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Wendell Carter Jr.,,Rob Dillingham,PG,2.52%,13
51,4929459002,murph1689,0,329,C Rudy Gobert F Jonathan Kuminga G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,Jalen Suggs,G,2.21%,24.5
51,4929503513,oxenduck (29/150),0,329,C Rudy Gobert F Paolo Banchero G Jimmy Butler PF Jonathan Kuminga PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,Neemias Queta,UTIL,2.11%,15.5
51,4929687741,doughma12,0,329,C Rudy Gobert F Paolo Banchero G Quenton Jackson PF Jonathan Kuminga PG Amen Thompson SF Jaden McDaniels SG Jimmy Butler UTIL Jabari Smith Jr.,,Isaiah Jackson,C,1.47%,23.5
51,4929690207,skijmb (24/150),0,329,C Rudy Gobert F Paolo Banchero G Jimmy Butler PF Jonathan Kuminga PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,Khris Middleton,SF,1.38%,15.25
51,4929807216,MikeSexston,0,329,C Ryan Kalkbrenner F Franz Wagner G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Wendell Carter Jr.,,Goga Bitadze,UTIL,1.28%,31
51,4929992901,rotomwash (9/20),0,329,C Rudy Gobert F Paolo Banchero G Jimmy Butler PF Jonathan Kuminga PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,Tre Mann,PG,1.27%,27.25
51,4930041606,jenkdaddy4 (1/4),0,329,C Rudy Gobert F Paolo Banchero G Jimmy Butler PF Jonathan Kuminga PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,Sam Hauser,F,1.25%,12
51,4930234150,ImnotNavT (110/150),0,329,C Rudy Gobert F Franz Wagner G Jimmy Butler PF Julius Randle PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Steven Adams,,Ben Sheppard,G,1.06%,9.25
51,4930268053,bgreseth (43/150),0,329,C Rudy Gobert F Jonathan Kuminga G Quenton Jackson PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Jimmy Butler UTIL Jabari Smith Jr.,,Sion James,UTIL,1.01%,11.5
51,4930268057,bgreseth (47/150),0,329,C Ryan Kalkbrenner F Franz Wagner G Quenton Jackson PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Jimmy Butler UTIL Wendell Carter Jr.,,Bub Carrington,PG,0.99%,20.5
51,4930368828,narendra22 (48/150),0,329,C Rudy Gobert F Paolo Banchero G Jimmy Butler PF Jonathan Kuminga PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,Terrence Shannon Jr.,UTIL,0.90%,3.25
51,4930368914,narendra22 (134/150),0,329,C Ryan Kalkbrenner F Franz Wagner G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Wendell Carter Jr.,,Jaylen Clark,SG,0.81%,9.25
51,4930372340,F0rsaken (116/150),0,329,C Rudy Gobert F Pascal Siakam G Quenton Jackson PF Miles Bridges PG Mike Conley SF Franz Wagner SG Brandin Podziemski UTIL Jonathan Kuminga,,Corey Kispert,UTIL,0.76%,1.5
51,4930395793,maxk3293,0,329,C Rudy Gobert F Jaden McDaniels G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jonathan Kuminga SG Quenton Jackson UTIL Jabari Smith Jr.,,Jay Huff,F,0.58%,0
51,4930476508,hackartist,0,329,C Ryan Kalkbrenner F Franz Wagner G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Wendell Carter Jr.,,Bones Hyland,PG,0.35%,6.25
51,4930510825,Bdog98z,0,329,C Wendell Carter Jr. F Franz Wagner G Jimmy Butler PF Julius Randle PG Rob Dillingham SF Jaden McDaniels SG Quenton Jackson UTIL Paolo Banchero,,Luka Garza,UTIL,0.33%,7
51,4930555450,rkinzie1,0,329,C Wendell Carter Jr. F Jaden McDaniels G Quenton Jackson PF Paolo Banchero PG Amen Thompson SF Franz Wagner SG Jimmy Butler UTIL Ryan Kalkbrenner,,Buddy Hield,SF,0.29%,9.75
51,4930561158,nicoh22 (12/12),0,329,C Rudy Gobert F Jonathan Kuminga G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,Will Richard,UTIL,0.25%,0
51,4930580656,Skatsuf (15/20),0,329,C Ryan Kalkbrenner F Franz Wagner G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jaden McDaniels SG Quenton Jackson UTIL Wendell Carter Jr.,,Moses Moody,F,0.20%,12.5
51,4930580660,Skatsuf (19/20),0,329,C Rudy Gobert F Jaden McDaniels G Jimmy Butler PF Paolo Banchero PG Amen Thompson SF Jonathan Kuminga SG Quenton Jackson UTIL Jabari Smith Jr.,,Hugo Gonzalez,SF,0.20%,9.25
71,4929586664,dyukihiro001 (2/4),0,328.75,C Wendell Carter Jr. F Paolo Banchero G Quenton Jackson PF Jonathan Kuminga PG Amen Thompson SF Jaden McDaniels SG Jimmy Butler UTIL Aaron Nesmith,,Quinten Post,C,0.14%,12.75
71,4930213701,TJB128 (142/150),0,328.75,C Goga Bitadze F Franz Wagner G Jimmy Butler PF Julius Randle PG Donte DiVincenzo SF Jaden McDaniels SG Quenton Jackson UTIL Amen Thompson,,Liam McNeeley,UTIL,0.12%,0.25
71,4930234091,ImnotNavT (51/150),0,328.75,C Rudy Gobert F Franz Wagner G Jimmy Butler PF Julius Randle PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Alexandre Sarr,,Tidjane Salaun,UTIL,0.11%,4.25
71,4930268128,bgreseth (118/150),0,328.75,C Rudy Gobert F Franz Wagner G Quenton Jackson PF Julius Randle PG Donte DiVincenzo SF Jaden McDaniels SG Jimmy Butler UTIL Ryan Kalkbrenner,,Al Horford,C,0.10%,12.5
75,4930125352,Chadg20 (19/20),0,328.5,C Moussa Diabate F Franz Wagner G Quenton Jackson PF Julius Randle PG Mike Conley SF Jaden McDaniels SG Jimmy Butler UTIL Paolo Banchero,,Tony Bradley,PF,0.09%,12.5
75,4930268035,bgreseth (25/150),0,328.5,C Rudy Gobert F Jabari Smith Jr. G Quenton Jackson PF Julius Randle PG Donte DiVincenzo SF Jaden McDaniels SG Jimmy Butler UTIL Amen Thompson,,Johnny Furphy,UTIL,0.09%,12.25
75,4930362979,beaker913 (36/150),0,328.5,C Wendell Carter Jr. F Aaron Nesmith G Quenton Jackson PF Julius Randle PG Anthony Black SF Jaden McDaniels SG Jimmy Butler UTIL Paolo Banchero,,Gary Payton II,SF,0.08%,4.75
75,4930368859,narendra22 (79/150),0,328.5,C Rudy Gobert F Jabari Smith Jr. G Jimmy Butler PF Julius Randle PG Donte DiVincenzo SF Jaden McDaniels SG Quenton Jackson UTIL Amen Thompson,,Xavier Tillman,F,0.07%,0
75,4930552445,rjfurr (3/3),0,328.5,C Rudy Gobert F Jabari Smith Jr. G Jimmy Butler PF Julius Randle PG Donte DiVincenzo SF Jaden McDaniels SG Quenton Jackson UTIL Amen Thompson,,Jonathan Isaac,PF,0.06%,15.5
80,4929817934,cheddabisque (126/150),0,328.25,C Rudy Gobert F Quenton Jackson G Amen Thompson PF Julius Randle PG Rob Dillingham SF Franz Wagner SG Jimmy Butler UTIL Alexandre Sarr,,Tyus Jones,PG,0.04%,10
80,4929830655,lozingitall (50/150),0,328.25,C Rudy Gobert F Franz Wagner G Jimmy Butler PF Julius Randle PG Brandin Podziemski SF Jaden McDaniels SG Quenton Jackson UTIL Jarace Walker,,Taelon Peter,UTIL,0.03%,-0.5
80,4930254041,giantsquid (68/110),0,328.25,C Rudy Gobert F Jabari Smith Jr. G Quenton Jackson PF Julius Randle PG LaMelo Ball SF Jaden McDaniels SG Jimmy Butler UTIL Goga Bitadze,,Baylor Scheierman,UTIL,0.03%,30.75
80,4930492534,Jackie2424,0,328.25,C Naz Reid F Jabari Smith Jr. G Jimmy Butler PF Julius Randle PG Amen Thompson SF Franz Wagner SG Quenton Jackson UTIL Wendell Carter Jr.,,Clint Capela,C,0.03%,21.5
84,4929919989,cypauerbach (32/35),0,328,C Rudy Gobert F Franz Wagner G Amen Thompson PF Paolo Banchero PG Donte DiVincenzo SF Jaden McDaniels SG Quenton Jackson UTIL Tari Eason,,Joe Ingles,SF,0.03%,0
84,4930139576,greyghost106,0,328,C Wendell Carter Jr. F Paolo Banchero G Quenton Jackson PF Julius Randle PG Mike Conley SF Franz Wagner SG Jimmy Butler UTIL Steven Adams,,Trayce Jackson-Davis,C,0.03%,0
84,4930234046,ImnotNavT (6/150),0,328,C Rudy Gobert F Franz Wagner G Amen Thompson PF Paolo Banchero PG Donte DiVincenzo SF Jaden McDaniels SG Quenton Jackson UTIL Tari Eason,,Noah Penda,PF,0.02%,16
87,4929525179,bpcologna (88/150),0,327.75,C Rudy Gobert F Draymond Green G Amen Thompson PF Miles Bridges PG Brandin Podziemski SF Jaden McDaniels SG Quenton Jackson UTIL Paolo Banchero,,Chris Boucher,F,0.02%,6
87,4929905821,rzizak,0,327.75,C Ryan Kalkbrenner F Julius Randle G Quenton Jackson PF Paolo Banchero PG Mike Conley SF Franz Wagner SG Jimmy Butler UTIL Jabari Smith Jr.,,Jase Richardson,SG,0.02%,1.25
87,4930268131,bgreseth (121/150),0,327.75,C Ryan Kalkbrenner F Paolo Banchero G Quenton Jackson PF Julius Randle PG Mike Conley SF Franz Wagner SG Jimmy Butler UTIL Jabari Smith Jr.,,Rocco Zikarsky,UTIL,0.02%,0
87,4930323722,mgz32 (1/4),0,327.75,C Goga Bitadze F Jimmy Butler G Amen Thompson PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Alperen Sengun,,Anthony Edwards,SG,0.01%,0
87,4930364196,sullybrochill (41/150),0,327.75,C Wendell Carter Jr. F Miles Bridges G Mike Conley PF Julius Randle PG LaMelo Ball SF Aaron Nesmith SG Quenton Jackson UTIL Jabari Smith Jr.,,Jeff Green,PF,0.01%,9
92,4929551037,zroth2 (74/150),0,327.5,C Rudy Gobert F Miles Bridges G LaMelo Ball PF Julius Randle PG Mike Conley SF Tari Eason SG Quenton Jackson UTIL Wendell Carter Jr.,,Pat Connaughton,SG,0.01%,0
92,4929699587,invertedcheese (18/150),0,327.5,C Wendell Carter Jr. F Paolo Banchero G Jimmy Butler PF Julius Randle PG Brandin Podziemski SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,Tristan Vukcevic,C,0.01%,-0.5
92,4930368849,narendra22 (69/150),0,327.5,C Wendell Carter Jr. F Paolo Banchero G Jimmy Butler PF Julius Randle PG Brandin Podziemski SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,Jamal Cain,PF,0.01%,0
92,4930486300,TrumpPalin2020 (4/9),0,327.5,C Wendell Carter Jr. F Paolo Banchero G Quenton Jackson PF Julius Randle PG Brandin Podziemski SF Jaden McDaniels SG Jimmy Butler UTIL Jabari Smith Jr.,,Enrique Freeman,PF,0.01%,0
96,4930349413,CJCashing (114/150),0,327.25,C Wendell Carter Jr. F Franz Wagner G Jimmy Butler PF Julius Randle PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Amen Thompson,,JD Davison,UTIL,0.01%,9
97,4929551093,zroth2 (130/150),0,327,C Rudy Gobert F Paolo Banchero G Amen Thompson PF Julius Randle PG Mike Conley SF Jonathan Kuminga SG Quenton Jackson UTIL Jabari Smith Jr.,,Grant Williams,PF,0.01%,0
97,4930234059,ImnotNavT (19/150),0,327,C Rudy Gobert F Franz Wagner G Jimmy Butler PF Tari Eason PG LaMelo Ball SF Jaden McDaniels SG Quenton Jackson UTIL Wendell Carter Jr.,,,
97,4930234105,ImnotNavT (65/150),0,327,C Rudy Gobert F Tari Eason G Jimmy Butler PF Paolo Banchero PG Donte DiVincenzo SF Jaden McDaniels SG Quenton Jackson UTIL Amen Thompson,,,
97,4930368786,narendra22 (6/150),0,327,C Rudy Gobert F Jabari Smith Jr. G Jimmy Butler PF Paolo Banchero PG CJ McCollum SF Jaden McDaniels SG Quenton Jackson UTIL Amen Thompson,,,
97,4930368834,narendra22 (54/150),0,327,C Ryan Kalkbrenner F Franz Wagner G Amen Thompson PF Paolo Banchero PG Donte DiVincenzo SF Jaden McDaniels SG Quenton Jackson UTIL Rudy Gobert,,,
102,4929679295,Jimazin324 (1/8),0,326.75,C Rudy Gobert F Kevin Durant G Jimmy Butler PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,,
102,4929679296,Jimazin324 (2/8),0,326.75,C Rudy Gobert F Kevin Durant G Jimmy Butler PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,,
102,4929679297,Jimazin324 (3/8),0,326.75,C Rudy Gobert F Kevin Durant G Jimmy Butler PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,,
102,4929679298,Jimazin324 (4/8),0,326.75,C Rudy Gobert F Kevin Durant G Jimmy Butler PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,,
102,4929679299,Jimazin324 (5/8),0,326.75,C Rudy Gobert F Kevin Durant G Jimmy Butler PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,,
102,4929679300,Jimazin324 (6/8),0,326.75,C Rudy Gobert F Kevin Durant G Jimmy Butler PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,,
102,4929679301,Jimazin324 (7/8),0,326.75,C Rudy Gobert F Kevin Durant G Jimmy Butler PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,,
102,4929690386,Jimazin324 (8/8),0,326.75,C Rudy Gobert F Kevin Durant G Jimmy Butler PF Paolo Banchero PG Mike Conley SF Jaden McDaniels SG Quenton Jackson UTIL Jabari Smith Jr.,,,
102,4929817945,cheddabisque (137/150),0,326.75,C Rudy Gobert F Naz Reid G Amen Thompson PF Miles Bridges PG Donte DiVincenzo SF Franz Wagner SG Quenton Jackson UTIL Jonathan Kuminga,,,
111,4930213659,TJB128 (100/150),0,326.5,C Rudy Gobert F Paolo Banchero G Amen Thompson PF Julius Randle PG Brandin Podziemski SF Jaden McDaniels SG Quenton Jackson UTIL Isaiah Jackson,,,
111,4930234065,ImnotNavT (25/150),0,326.5,C Rudy Gobert F Franz Wagner G Quenton Jackson PF Jonathan Kuminga PG Donte DiVincenzo SF Jaden McDaniels SG Jimmy Butler UTIL Amen Thompson,,,
111,4930368826,narendra22 (46/150),0,326.5,C Rudy Gobert F Franz Wagner G Jimmy Butler PF Jonathan Kuminga PG Donte DiVincenzo SF Jaden McDaniels SG Quenton Jackson UTIL Amen Thompson,,,
111,4930529729,dehrlich22 (103/150),0,326.5,C Draymond Green F Miles Bridges G Jimmy Butler PF Julius Randle PG Donte DiVincenzo SF Aaron Nesmith SG Quenton Jackson UTIL Jabari Smith Jr.,,,
