Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11355,4935287667,giantsquid (127/150),0,269.5,C Jalen Duren F Tari Eason G Derrick White PF Karl-Anthony Towns PG Ryan Rollins SF Ausar Thompson SG Kyshawn George UTIL Steven Adams,,,
11355,4935287964,jacdaniels304 (5/5),0,269.5,C Myles Turner F Ausar Thompson G Cade Cunningham PF Noah Clowney PG Ryan Rollins SF Justin Champagnie SG Tyrese Martin UTIL Nikola Jokic,,,
11355,4935302857,wwilder73 (9/50),0,269.5,C Nikola Jokic F Tari Eason G D'Angelo Russell PF Pascal Siakam PG Ryan Rollins SF Terance Mann SG Quenton Jackson UTIL Taylor Hendricks,,,
11355,4935305277,BrianDachel (1/3),0,269.5,C Jusuf Nurkic F Jaden McDaniels G D'Angelo Russell PF Karl-Anthony Towns PG Ryan Rollins SF Aaron Nesmith SG Quenton Jackson UTIL Lauri Markkanen,,,
11355,4935312009,Heibs22 (136/150),0,269.5,C Myles Turner F Giannis Antetokounmpo G D'Angelo Russell PF Naz Reid PG Quenton Jackson SF Jaylen Brown SG Tyrese Martin UTIL Tari Eason,,,
11355,4935336401,ACEandELI,0,269.5,C Jusuf Nurkic F Lauri Markkanen G D'Angelo Russell PF Karl-Anthony Towns PG Ryan Rollins SF Jaden McDaniels SG Quenton Jackson UTIL Aaron Nesmith,,,
11355,4935348170,sliderss (84/100),0,269.5,C Jusuf Nurkic F Jaylen Brown G Derrick White PF Tari Eason PG Quenton Jackson SF Tyrese Martin SG Cam Thomas UTIL Cade Cunningham,,,
11355,4935362089,Baby.Grand,0,269.5,C Alexandre Sarr F Cedric Coward G Kyshawn George PF Aaron Gordon PG Keyonte George SF Ausar Thompson SG Payton Pritchard UTIL Tari Eason,,,
11355,4935368701,F0rsaken (148/150),0,269.5,C Jusuf Nurkic F Cam Whitmore G D'Angelo Russell PF Karl-Anthony Towns PG Jalen Brunson SF Jarace Walker SG Jordan Clarkson UTIL Alperen Sengun,,,
11355,4935371909,Palmatum,0,269.5,C Nic Claxton F DeMar DeRozan G Russell Westbrook PF Pascal Siakam PG Cam Spencer SF Jaylen Wells SG Anfernee Simons UTIL Jaden McDaniels,,,
11355,4935379179,madarg (4/100),0,269.5,C Jusuf Nurkic F Johnny Furphy G Derrick White PF Karl-Anthony Towns PG Cade Cunningham SF Terance Mann SG Quenton Jackson UTIL Amen Thompson,,,
11355,4935379209,madarg (34/100),0,269.5,C Jusuf Nurkic F Aaron Nesmith G Derrick White PF Karl-Anthony Towns PG Bones Hyland SF Jaylen Brown SG Quenton Jackson UTIL Amen Thompson,,,
11355,4935413646,tmoney88 (9/40),0,269.5,C Nic Claxton F Tari Eason G Cam Thomas PF Giannis Antetokounmpo PG Derrick White SF Ausar Thompson SG Johnny Furphy UTIL Jusuf Nurkic,,,
11355,4935413983,awen419 (23/150),0,269.5,C Jusuf Nurkic F Lauri Markkanen G Derrick White PF Tari Eason PG Ryan Rollins SF Jarace Walker SG Keyonte George UTIL Payton Pritchard,,,
11355,4935414038,awen419 (78/150),0,269.5,C Domantas Sabonis F Karl-Anthony Towns G Ryan Rollins PF Jarace Walker PG Quenton Jackson SF Jaden McDaniels SG Tyrese Martin UTIL Payton Pritchard,,,
11355,4935450575,bsteinhause (2/10),0,269.5,C Myles Turner F Giannis Antetokounmpo G Ziaire Williams PF Tari Eason PG Payton Pritchard SF Terance Mann SG Quenton Jackson UTIL Karl-Anthony Towns,,,
11355,4935461035,brettcurtis11 (2/2),0,269.5,C Jusuf Nurkic F PJ Washington G Anfernee Simons PF Michael Porter Jr. PG Ryan Rollins SF Ausar Thompson SG Russell Westbrook UTIL Julius Randle,,,
11355,4935472729,Chunkadunk1020 (3/50),0,269.5,C Alperen Sengun F Tari Eason G Derrick White PF Noah Clowney PG Quenton Jackson SF Tyrese Martin SG Cam Thomas UTIL Cade Cunningham,,,
11355,4935480548,ctilton23 (15/16),0,269.5,C Alperen Sengun F Tari Eason G Ryan Rollins PF Giannis Antetokounmpo PG Quenton Jackson SF Terance Mann SG Max Christie UTIL Jusuf Nurkic,,,
11355,4935517996,King27,0,269.5,C Myles Turner F Terance Mann G Ryan Rollins PF Julius Randle PG Russell Westbrook SF Lauri Markkanen SG Quenton Jackson UTIL Cam Thomas,,,
11355,4935545726,3rd_and_schlong (55/150),0,269.5,C Myles Turner F Jaylen Brown G Derrick White PF Karl-Anthony Towns PG Payton Pritchard SF Gary Trent Jr. SG Quenton Jackson UTIL Tari Eason,,,
11355,4935548657,RubioDimes (60/150),0,269.5,C Alexandre Sarr F Ausar Thompson G Kyshawn George PF Karl-Anthony Towns PG Ryan Rollins SF Ronald Holland II SG Quenton Jackson UTIL Amen Thompson,,,
11355,4935551562,sigi017 (1/2),0,269.5,C Alperen Sengun F Tari Eason G Tyrese Martin PF Karl-Anthony Towns PG Ryan Rollins SF Aaron Nesmith SG Quenton Jackson UTIL Derrick White,,,
11355,4935565440,Hurliss (37/40),0,269.5,C Myles Turner F OG Anunoby G Kyshawn George PF Karl-Anthony Towns PG Cooper Flagg SF Ausar Thompson SG Christian Braun UTIL Tari Eason,,,
11355,4935575336,moneyteam222 (2/2),0,269.5,C Alperen Sengun F Tari Eason G Russell Westbrook PF Giannis Antetokounmpo PG Payton Pritchard SF Johnny Furphy SG Quenton Jackson UTIL Terance Mann,,,
11355,4935586977,beaker913 (85/150),0,269.5,C Isaiah Stewart F Karl-Anthony Towns G Johnny Furphy PF Giannis Antetokounmpo PG Derrick White SF Justin Champagnie SG Quenton Jackson UTIL Cooper Flagg,,,
11355,4935587225,Cashgoldman (6/6),0,269.5,C Nikola Jokic F Terance Mann G Mac McClung PF Giannis Antetokounmpo PG Ryan Rollins SF Gary Trent Jr. SG Tyrese Martin UTIL Isaiah Jackson,,,
11355,4935589732,showmethemoney13 (43/50),0,269.5,C Jalen Duren F Terance Mann G Landry Shamet PF Julius Randle PG Payton Pritchard SF Tari Eason SG Tyrese Martin UTIL Giannis Antetokounmpo,,,
11355,4935595283,dtadiello (13/37),0,269.5,C Jusuf Nurkic F Jaylen Brown G Derrick White PF Tari Eason PG Quenton Jackson SF Tyrese Martin SG Cam Thomas UTIL Cade Cunningham,,,
11355,4935609430,dannyc45 (62/150),0,269.5,C Nikola Jokic F Ausar Thompson G Cam Thomas PF Jarace Walker PG Ryan Rollins SF Aaron Nesmith SG Johnny Furphy UTIL Tari Eason,,,
11355,4935613512,TB701 (4/5),0,269.5,C Steven Adams F Tari Eason G Duncan Robinson PF Giannis Antetokounmpo PG Payton Pritchard SF Justin Champagnie SG Tyrese Martin UTIL Nikola Jokic,,,
11355,4935622950,Weare138 (3/3),0,269.5,C Jusuf Nurkic F Taylor Hendricks G Amen Thompson PF Ronald Holland II PG Cade Cunningham SF Tyrese Martin SG Quenton Jackson UTIL Nikola Jokic,,,
11355,4935635082,Hebrewcheetah (46/150),0,269.5,C Alperen Sengun F Ausar Thompson G Amen Thompson PF Jarace Walker PG Derrick White SF Tari Eason SG Klay Thompson UTIL D'Angelo Russell,,,
11355,4935635088,Hebrewcheetah (52/150),0,269.5,C Alexandre Sarr F PJ Washington G Amen Thompson PF Tari Eason PG Jalen Brunson SF Justin Champagnie SG Kyshawn George UTIL Ausar Thompson,,,
11355,4935635396,Packattacker27 (48/60),0,269.5,C Steven Adams F Karl-Anthony Towns G Payton Pritchard PF Giannis Antetokounmpo PG Quenton Jackson SF Ausar Thompson SG Ziaire Williams UTIL Tari Eason,,,
11355,4935641373,jumping32 (3/3),0,269.5,C Jusuf Nurkic F Guerschon Yabusele G Cade Cunningham PF Tari Eason PG Donte DiVincenzo SF Taylor Hendricks SG Quenton Jackson UTIL Nikola Jokic,,,
11355,4935641832,idlove2win (70/150),0,269.5,C Jusuf Nurkic F Karl-Anthony Towns G Cade Cunningham PF Justin Champagnie PG Payton Pritchard SF Tyrese Martin SG Kyshawn George UTIL Jalen Duren,,,
11355,4935668433,mheiting,0,269.5,C Rudy Gobert F Terance Mann G Ryan Rollins PF Karl-Anthony Towns PG Quenton Jackson SF Tari Eason SG Payton Pritchard UTIL Alperen Sengun,,,
11355,4935680667,dfrosch,0,269.5,C Jalen Duren F Tari Eason G Payton Pritchard PF Giannis Antetokounmpo PG Quenton Jackson SF Ausar Thompson SG Tyrese Martin UTIL Russell Westbrook,,,
11355,4935681977,l800Eddie (65/100),0,269.5,C Jalen Duren F Ausar Thompson G CJ McCollum PF Isaiah Stewart PG Derrick White SF Taylor Hendricks SG Tyrese Martin UTIL Nikola Jokic,,,
11355,4935692189,rburch82 (3/3),0,269.5,C Rudy Gobert F Jaden McDaniels G Jalen Brunson PF Ronald Holland II PG Ryan Rollins SF OG Anunoby SG Russell Westbrook UTIL Aaron Nesmith,,,
11355,4935703455,bound33 (2/5),0,269.5,C Noah Clowney F Kevin Durant G Derrick White PF Karl-Anthony Towns PG Ryan Rollins SF Taylor Hendricks SG Cam Thomas UTIL D'Angelo Russell,,,
11355,4935711144,dehrlich22 (4/40),0,269.5,C Jusuf Nurkic F Tyrese Martin G Cade Cunningham PF Tari Eason PG Ryan Rollins SF Jaden McDaniels SG Cam Thomas UTIL Jamal Murray,,,
11355,4935711172,dehrlich22 (32/40),0,269.5,C Jalen Duren F Tyrese Martin G Derrick White PF Tari Eason PG Quenton Jackson SF Terance Mann SG Cam Thomas UTIL Nikola Jokic,,,
11355,4935746355,Jpgrinder420 (4/7),0,269.5,C Jalen Duren F Jaylen Brown G Cam Thomas PF Karl-Anthony Towns PG Ryan Rollins SF Tari Eason SG Quenton Jackson UTIL AJ Green,,,
11355,4935792518,kymcd14 (11/11),0,269.5,C Noah Clowney F Giannis Antetokounmpo G Ryan Rollins PF Jarace Walker PG Quenton Jackson SF Tari Eason SG Payton Pritchard UTIL Amen Thompson,,,
11355,4935808316,scott12e12 (3/50),0,269.5,C Jalen Duren F Terance Mann G Cam Thomas PF Tari Eason PG Derrick White SF Tyrese Martin SG Quenton Jackson UTIL Nikola Jokic,,,
11355,4935824841,immareal1,0,269.5,C Domantas Sabonis F Jaylen Brown G Ryan Rollins PF Tari Eason PG Quenton Jackson SF Lauri Markkanen SG Tyrese Martin UTIL Russell Westbrook,,,
11355,4935855411,nickthehick11 (14/150),0,269.5,C Jusuf Nurkic F Jaylen Brown G Cam Thomas PF Tari Eason PG Derrick White SF Tyrese Martin SG Quenton Jackson UTIL Cade Cunningham,,,
11355,4935855518,nickthehick11 (121/150),0,269.5,C Myles Turner F Ausar Thompson G Derrick White PF Karl-Anthony Towns PG Payton Pritchard SF Tyrese Martin SG Kyshawn George UTIL D'Angelo Russell,,,
11355,4935907207,Hobohobos (4/8),0,269.5,C Jusuf Nurkic F Tari Eason G Derrick White PF Pascal Siakam PG Quenton Jackson SF Jaden McDaniels SG Cam Thomas UTIL Ausar Thompson,,,
11355,4935934348,Skatsuf (10/107),0,269.5,C Jusuf Nurkic F Karl-Anthony Towns G Derrick White PF Tari Eason PG Payton Pritchard SF Ausar Thompson SG Tyrese Martin UTIL Jalen Brunson,,,
11355,4935937804,narendra22 (34/150),0,269.5,C Jusuf Nurkic F Ausar Thompson G Amen Thompson PF Karl-Anthony Towns PG Derrick White SF Tyrese Martin SG Quenton Jackson UTIL Jamal Murray,,,
11355,4935937858,narendra22 (88/150),0,269.5,C Myles Turner F Cedric Coward G Derrick White PF Karl-Anthony Towns PG Ryan Rollins SF Ausar Thompson SG Tyrese Martin UTIL Amen Thompson,,,
11355,4935966501,Tiltyjoker (4/4),0,269.5,C Jusuf Nurkic F Julius Randle G Cam Thomas PF Tari Eason PG Amen Thompson SF Ausar Thompson SG Quenton Jackson UTIL Jalen Duren,,,
11355,4935970178,mhaluzak (1/2),0,269.5,C Isaiah Jackson F Cam Whitmore G Keyonte George PF Giannis Antetokounmpo PG Ryan Rollins SF Jaylen Brown SG Quenton Jackson UTIL Tari Eason,,,
11355,4935970317,edelamnia (6/13),0,269.5,C Nic Claxton F Terance Mann G Cam Thomas PF Giannis Antetokounmpo PG Ryan Rollins SF Jaden McDaniels SG Quenton Jackson UTIL Jusuf Nurkic,,,
11355,4935972779,Ronald90 (8/10),0,269.5,C Alperen Sengun F Tari Eason G Derrick White PF Taylor Hendricks PG Ryan Rollins SF Terance Mann SG Tyrese Martin UTIL Nikola Jokic,,,
11355,4935974307,racks31 (11/11),0,269.5,C Myles Turner F Cam Whitmore G Amen Thompson PF Karl-Anthony Towns PG Ryan Rollins SF Jaylen Brown SG Payton Pritchard UTIL Tari Eason,,,
11355,4935983485,Philnomenon (4/10),0,269.5,C Jusuf Nurkic F Jaylen Brown G Cam Thomas PF Tari Eason PG Derrick White SF Tyrese Martin SG Quenton Jackson UTIL Cade Cunningham,,,
11355,4935989880,jtmistre,0,269.5,C Jusuf Nurkic F Karl-Anthony Towns G Jalen Brunson PF Julius Randle PG Quenton Jackson SF Terance Mann SG Tyrese Martin UTIL Kyshawn George,,,
11355,4935998145,gehrenberg (96/150),0,269.5,C Nic Claxton F Tari Eason G Tyrese Martin PF Giannis Antetokounmpo PG Derrick White SF Jarace Walker SG Quenton Jackson UTIL Kyshawn George,,,
11355,4936013837,clda13,0,269.5,C Alexandre Sarr F Terance Mann G Keyonte George PF Julius Randle PG Quenton Jackson SF Jaylen Brown SG Reed Sheppard UTIL Ryan Rollins,,,
11355,4936017236,LongOddsShortDK (3/3),0,269.5,C Jusuf Nurkic F Lauri Markkanen G Ryan Rollins PF Karl-Anthony Towns PG Derrick White SF Tyrese Martin SG Payton Pritchard UTIL Myles Turner,,,
11355,4936021733,garrett2399,0,269.5,C Jusuf Nurkic F Lauri Markkanen G Tyrese Martin PF Naz Reid PG D'Angelo Russell SF Aaron Nesmith SG Cam Thomas UTIL Alperen Sengun,,,
11355,4936022391,prime123 (1/3),0,269.5,C Rudy Gobert F Aaron Nesmith G Russell Westbrook PF Julius Randle PG Ryan Rollins SF Ausar Thompson SG Quenton Jackson UTIL Payton Pritchard,,,
11355,4936032779,Cubs174,0,269.5,C Nikola Jokic F Gary Trent Jr. G Duncan Robinson PF Giannis Antetokounmpo PG Jordan Clarkson SF Max Christie SG Quenton Jackson UTIL Steven Adams,,,
11355,4936036841,Mudd5044,0,269.5,C Alexandre Sarr F Terance Mann G Ryan Rollins PF Jarace Walker PG Cooper Flagg SF Lauri Markkanen SG Keyonte George UTIL Nic Claxton,,,
11355,4936037768,ThatStunna (36/40),0,269.5,C Jusuf Nurkic F Tari Eason G Amen Thompson PF Giannis Antetokounmpo PG D'Angelo Russell SF Justin Champagnie SG Cam Thomas UTIL Ausar Thompson,,,
11462,4934765366,AaronCosta (138/150),0,269.25,C Myles Turner F Ausar Thompson G Josh Okogie PF Tari Eason PG Amen Thompson SF Terance Mann SG Payton Pritchard UTIL Nikola Jokic,,,
11462,4934766223,CrusherConnell,0,269.25,C Jalen Duren F Ausar Thompson G D'Angelo Russell PF Bilal Coulibaly PG Ryan Rollins SF Jaden McDaniels SG Keyonte George UTIL Dennis Schroder,,,
11462,4934782084,Kenmasters7 (2/5),0,269.25,C Myles Turner F Jaden McDaniels G Cam Thomas PF Julius Randle PG Ryan Rollins SF Tari Eason SG Quenton Jackson UTIL Amen Thompson,,,
11462,4934805964,cowboyron33,0,269.25,C Jusuf Nurkic F Cam Whitmore G Ryan Rollins PF Karl-Anthony Towns PG Cade Cunningham SF Ausar Thompson SG Cam Thomas UTIL Tari Eason,,,
11462,4934807884,OneDropKing (33/150),0,269.25,C Jusuf Nurkic F Kevin Durant G Payton Pritchard PF Tari Eason PG Jalen Brunson SF PJ Washington SG Quenton Jackson UTIL D'Angelo Russell,,,
11462,4934807967,OneDropKing (116/150),0,269.25,C Noah Clowney F Giannis Antetokounmpo G Amen Thompson PF Pascal Siakam PG Bub Carrington SF Terance Mann SG Quenton Jackson UTIL Tari Eason,,,
11462,4934807981,OneDropKing (130/150),0,269.25,C Jusuf Nurkic F Karl-Anthony Towns G Jalen Brunson PF Jarace Walker PG Quenton Jackson SF Aaron Nesmith SG Kyshawn George UTIL Tari Eason,,,
11462,4934843519,kkatamneni0628 (1/10),0,269.25,C Noah Clowney F Tyrese Martin G Amen Thompson PF Giannis Antetokounmpo PG Ryan Rollins SF Terance Mann SG Quenton Jackson UTIL Julius Randle,,,
11462,4934860958,kwametiger (1/2),0,269.25,C Rudy Gobert F Tyrese Martin G Ryan Rollins PF Karl-Anthony Towns PG Cade Cunningham SF Ausar Thompson SG Quenton Jackson UTIL Jusuf Nurkic,,,
11462,4934863155,zroth2 (12/150),0,269.25,C Myles Turner F Karl-Anthony Towns G Cam Thomas PF Julius Randle PG Ryan Rollins SF Tyrese Martin SG Quenton Jackson UTIL Ausar Thompson,,,
11462,4934863178,zroth2 (35/150),0,269.25,C Nikola Jokic F Ausar Thompson G Duncan Robinson PF Karl-Anthony Towns PG Derrick White SF Justin Champagnie SG Josh Okogie UTIL Tari Eason,,,
11462,4934885558,kszng (20/150),0,269.25,C Jusuf Nurkic F Bilal Coulibaly G Jalen Brunson PF Tari Eason PG Jamal Murray SF Terance Mann SG Russell Westbrook UTIL Lauri Markkanen,,,
11462,4934913953,CashGuru (3/3),0,269.25,C Alexandre Sarr F Terance Mann G Max Christie PF Julius Randle PG Jamal Murray SF Lauri Markkanen SG Cedric Coward UTIL Ronald Holland II,,,
11462,4934923577,jmoore3903 (21/150),0,269.25,C Nikola Jokic F Aaron Nesmith G Amen Thompson PF Tari Eason PG Ryan Rollins SF Tyrese Martin SG Kyshawn George UTIL Josh Okogie,,,
11462,4934950217,Bsgolfer7 (81/101),0,269.25,C Myles Turner F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Derrick White SF Taylor Hendricks SG Payton Pritchard UTIL Jalen Duren,,,
11462,4934960372,ImnotNavT (52/150),0,269.25,C Nikola Jokic F Justin Champagnie G Cade Cunningham PF Jarace Walker PG Quenton Jackson SF Tyrese Martin SG Payton Pritchard UTIL Tari Eason,,,
11462,4934960396,ImnotNavT (76/150),0,269.25,C Nic Claxton F Tari Eason G Cooper Flagg PF Karl-Anthony Towns PG Quenton Jackson SF Jaden McDaniels SG Payton Pritchard UTIL Jalen Duren,,,
11462,4934981870,luckyguesses (12/63),0,269.25,C Nic Claxton F Ausar Thompson G Derrick White PF Julius Randle PG Ryan Rollins SF Tyrese Martin SG Cam Thomas UTIL Payton Pritchard,,,
11462,4934981919,luckyguesses (61/63),0,269.25,C Jusuf Nurkic F Pascal Siakam G Cam Thomas PF Jarace Walker PG Ryan Rollins SF Jaden McDaniels SG Quenton Jackson UTIL Payton Pritchard,,,
11462,4935007970,cpforfree (104/150),0,269.25,C Jusuf Nurkic F Noah Clowney G Quenton Jackson PF Giannis Antetokounmpo PG Ryan Rollins SF Jaylen Brown SG Cole Anthony UTIL D'Angelo Russell,,,
11462,4935008587,rkba75 (1/4),0,269.25,C Alperen Sengun F Tari Eason G Derrick White PF Pascal Siakam PG Ryan Rollins SF Terance Mann SG Quenton Jackson UTIL Jusuf Nurkic,,,
11462,4935011159,fjbourne (41/150),0,269.25,C Jalen Duren F Tari Eason G Payton Pritchard PF Karl-Anthony Towns PG Derrick White SF Ronald Holland II SG Quenton Jackson UTIL Amen Thompson,,,
11462,4935016077,tomjk321 (91/150),0,269.25,C Steven Adams F Aaron Nesmith G Amen Thompson PF Justin Champagnie PG Derrick White SF Terance Mann SG Payton Pritchard UTIL Nikola Jokic,,,
11462,4935036422,lozingitall (62/150),0,269.25,C Noah Clowney F Ausar Thompson G Cade Cunningham PF Pascal Siakam PG Quenton Jackson SF Terance Mann SG Tyrese Martin UTIL Jaylen Brown,,,
11462,4935056035,jpm11 (97/150),0,269.25,C Jusuf Nurkic F Tari Eason G Reed Sheppard PF Julius Randle PG Amen Thompson SF Jaylen Brown SG Quenton Jackson UTIL Jalen Duren,,,
11462,4935056676,skijmb (69/150),0,269.25,C Jusuf Nurkic F Josh Minott G Kyshawn George PF Karl-Anthony Towns PG Amen Thompson SF Terance Mann SG Mikal Bridges UTIL Jalen Duren,,,
11462,4935122340,TeeJayOrTj (77/150),0,269.25,C Alexandre Sarr F Justin Champagnie G Amen Thompson PF Karl-Anthony Towns PG Derrick White SF Ausar Thompson SG Cam Thomas UTIL Reed Sheppard,,,
11462,4935174283,TJB128 (41/150),0,269.25,C Jalen Duren F Tari Eason G Cam Thomas PF Karl-Anthony Towns PG Quenton Jackson SF Jaylen Brown SG Tyrese Martin UTIL Ausar Thompson,,,
11462,4935186214,karatesbadboy (7/150),0,269.25,C Alexandre Sarr F Karl-Anthony Towns G Ziaire Williams PF Giannis Antetokounmpo PG Bub Carrington SF Cam Whitmore SG Cam Thomas UTIL Tari Eason,,,
11462,4935186306,karatesbadboy (99/150),0,269.25,C Jusuf Nurkic F Terance Mann G Ryan Rollins PF Giannis Antetokounmpo PG Quenton Jackson SF Ziaire Williams SG Payton Pritchard UTIL Karl-Anthony Towns,,,
11462,4935187001,SeanGeezy (4/20),0,269.25,C Noah Clowney F Gary Trent Jr. G Jamal Murray PF Jarace Walker PG Derrick White SF Ziaire Williams SG Quenton Jackson UTIL Nikola Jokic,,,
11462,4935205508,cheddabisque (1/150),0,269.25,C Alperen Sengun F Tari Eason G Cade Cunningham PF Ronald Holland II PG Ryan Rollins SF Jarace Walker SG Tyrese Martin UTIL Jalen Duren,,,
11462,4935205879,cheddabisque (148/150),0,269.25,C Jusuf Nurkic F Tari Eason G Amen Thompson PF Giannis Antetokounmpo PG Quenton Jackson SF Jarace Walker SG Tyrese Martin UTIL Jalen Duren,,,
11462,4935211489,thechek182 (25/60),0,269.25,C Nic Claxton F Cedric Coward G Keyonte George PF Tari Eason PG Jalen Brunson SF Terance Mann SG Cam Thomas UTIL Derrick White,,,
11462,4935211509,thechek182 (45/60),0,269.25,C Jusuf Nurkic F Tari Eason G Amen Thompson PF Pascal Siakam PG Ryan Rollins SF Aaron Nesmith SG Johnny Furphy UTIL Domantas Sabonis,,,
11462,4935221241,ehafner (28/150),0,269.25,C Jusuf Nurkic F Tyrese Martin G Ryan Rollins PF Giannis Antetokounmpo PG Quenton Jackson SF Jarace Walker SG Bruce Brown UTIL Cade Cunningham,,,
11462,4935233495,BobbyFi (16/50),0,269.25,C Jusuf Nurkic F Tari Eason G Cade Cunningham PF Noah Clowney PG Derrick White SF Jaylen Brown SG Quenton Jackson UTIL Ausar Thompson,,,
11462,4935287589,giantsquid (49/150),0,269.25,C Domantas Sabonis F Ronald Holland II G Jamal Murray PF Karl-Anthony Towns PG Payton Pritchard SF Ausar Thompson SG Tyrese Martin UTIL Tari Eason,,,
11462,4935287655,giantsquid (115/150),0,269.25,C Jusuf Nurkic F Tari Eason G Amen Thompson PF Pascal Siakam PG Derrick White SF Aaron Nesmith SG Quenton Jackson UTIL Ausar Thompson,,,
11462,4935311943,Heibs22 (70/150),0,269.25,C Myles Turner F Peyton Watson G Amen Thompson PF Karl-Anthony Towns PG Quenton Jackson SF Jaylen Brown SG Cam Thomas UTIL Jusuf Nurkic,,,
11462,4935319203,papagates (25/150),0,269.25,C Alexandre Sarr F Ausar Thompson G Amen Thompson PF Karl-Anthony Towns PG Derrick White SF Johnny Furphy SG Cam Thomas UTIL Reed Sheppard,,,
11462,4935334125,TheKennyPrice (4/16),0,269.25,C Steven Adams F OG Anunoby G Duncan Robinson PF Giannis Antetokounmpo PG Amen Thompson SF Tari Eason SG Josh Okogie UTIL Keyonte George,,,
11462,4935368586,F0rsaken (33/150),0,269.25,C Neemias Queta F Tari Eason G Derrick White PF Karl-Anthony Towns PG Jalen Brunson SF Tyrese Martin SG Kyshawn George UTIL D'Angelo Russell,,,
11462,4935388424,mdcswagg,0,269.25,C Jusuf Nurkic F Tari Eason G Quenton Jackson PF Pascal Siakam PG Jalen Brunson SF Terance Mann SG Cam Thomas UTIL Alexandre Sarr,,,
11462,4935388585,jdurbin09 (3/7),0,269.25,C Nic Claxton F Aaron Nesmith G Jamal Murray PF Jarace Walker PG Cade Cunningham SF Tyrese Martin SG Payton Pritchard UTIL Kyle Filipowski,,,
11462,4935411485,BlueDemons1765 (2/3),0,269.25,C Alexandre Sarr F Terance Mann G Cam Thomas PF DeMar DeRozan PG Ryan Rollins SF PJ Washington SG Quenton Jackson UTIL Keyonte George,,,
11462,4935413995,awen419 (35/150),0,269.25,C Alexandre Sarr F Karl-Anthony Towns G Josh Okogie PF Naz Reid PG Jamal Murray SF Jarace Walker SG Quenton Jackson UTIL Jalen Duren,,,
11462,4935414066,awen419 (106/150),0,269.25,C Myles Turner F Karl-Anthony Towns G Derrick White PF Julius Randle PG Ryan Rollins SF Ausar Thompson SG Tyrese Martin UTIL Reed Sheppard,,,
11462,4935421312,mcnasty5252 (1/4),0,269.25,C Jusuf Nurkic F Tyrese Martin G Ryan Rollins PF Karl-Anthony Towns PG Cade Cunningham SF Ausar Thompson SG Quenton Jackson UTIL Rudy Gobert,,,
11462,4935431199,hswilling2020,0,269.25,C Rudy Gobert F Tyrese Martin G Ryan Rollins PF Karl-Anthony Towns PG Cade Cunningham SF Ausar Thompson SG Quenton Jackson UTIL Jusuf Nurkic,,,
11462,4935434149,colavs (2/5),0,269.25,C Noah Clowney F Tari Eason G Ziaire Williams PF Giannis Antetokounmpo PG Ryan Rollins SF Aaron Nesmith SG Tyrese Martin UTIL Cade Cunningham,,,
11462,4935434922,Bigtruckdriveraj,0,269.25,C Alexandre Sarr F Lauri Markkanen G Quenton Jackson PF Julius Randle PG Ryan Rollins SF Ausar Thompson SG Cedric Coward UTIL Isaiah Jackson,,,
11462,4935439937,mhankin (32/110),0,269.25,C Nic Claxton F Ausar Thompson G Derrick White PF Julius Randle PG Ryan Rollins SF Tyrese Martin SG Cam Thomas UTIL Payton Pritchard,,,
11462,4935461936,tmac515,0,269.25,C Nikola Jokic F Tari Eason G Cooper Flagg PF Taylor Hendricks PG Ryan Rollins SF Jaden McDaniels SG Quenton Jackson UTIL Russell Westbrook,,,
11462,4935481875,dinosgorawr (1/3),0,269.25,C Myles Turner F Josh Minott G Ryan Rollins PF Tari Eason PG Cade Cunningham SF Jaylen Brown SG Russell Westbrook UTIL Quenton Jackson,,,
11462,4935503019,EricX (24/100),0,269.25,C Alperen Sengun F Isaiah Stewart G Cade Cunningham PF Justin Champagnie PG Payton Pritchard SF Ausar Thompson SG Mikal Bridges UTIL Josh Okogie,,,
11462,4935503043,EricX (48/100),0,269.25,C Jalen Duren F Justin Champagnie G Bruce Brown PF Julius Randle PG Ryan Rollins SF Javonte Green SG Payton Pritchard UTIL Nikola Jokic,,,
11462,4935524795,lefty4523chef (2/3),0,269.25,C Jusuf Nurkic F Jaden McDaniels G Payton Pritchard PF Bilal Coulibaly PG Dennis Schroder SF OG Anunoby SG Quenton Jackson UTIL Alperen Sengun,,,
11462,4935531338,spokey888 (37/44),0,269.25,C Rudy Gobert F Max Christie G Dennis Schroder PF Noah Clowney PG Cooper Flagg SF Lauri Markkanen SG Keyonte George UTIL Cam Thomas,,,
11462,4935548650,RubioDimes (53/150),0,269.25,C Jusuf Nurkic F Terance Mann G Amen Thompson PF Giannis Antetokounmpo PG Quenton Jackson SF Jaden McDaniels SG Payton Pritchard UTIL Tari Eason,,,
11462,4935586128,bertag3 (30/30),0,269.25,C Nic Claxton F Ronald Holland II G Max Christie PF Jarace Walker PG Anfernee Simons SF Zach LaVine SG Quenton Jackson UTIL Nikola Jokic,,,
11462,4935592832,egar15 (2/5),0,269.25,C Steven Adams F Giannis Antetokounmpo G Tyrese Martin PF Pascal Siakam PG Ryan Rollins SF Tari Eason SG Quenton Jackson UTIL Jarace Walker,,,
